Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 228 | GridSize: 8
Generation 2 | Revalues: 353 | GridSize: 10
Generation 3 | Revalues: 469 | GridSize: 9
Generation 4 | Revalues: 592 | GridSize: 9
Generation 5 | Revalues: 717 | GridSize: 9
Generation 6 | Revalues: 839 | GridSize: 9
Generation 7 | Revalues: 962 | GridSize: 9
Generation 8 | Revalues: 1089 | GridSize: 6
Generation 9 | Revalues: 1218 | GridSize: 6
Generation 10 | Revalues: 1343 | GridSize: 7
Generation 11 | Revalues: 1464 | GridSize: 7
Generation 12 | Revalues: 1593 | GridSize: 10
Generation 13 | Revalues: 1720 | GridSize: 9
Generation 14 | Revalues: 1844 | GridSize: 9
Generation 15 | Revalues: 1963 | GridSize: 9
Generation 16 | Revalues: 2093 | GridSize: 9
Generation 17 | Revalues: 2214 | GridSize: 9
Generation 18 | Revalues: 2340 | GridSize: 9
Generation 19 | Revalues: 2467 | GridSize: 9
Generation 20 | Revalues: 2598 | GridSize: 9
Generation 21 | Revalues: 2719 | GridSize: 9
Generation 22 | Revalues: 2847 | GridSize: 9
Generation 23 | Revalues: 2970 | GridSize: 10
Generation 24 | Revalues: 3101 | GridSize: 11
Generation 25 | Revalues: 3223 | GridSize: 12
Generation 26 | Revalues: 3344 | GridSize: 13
Generation 27 | Revalues: 3470 | GridSize: 13
Generation 28 | Revalues: 3603 | GridSize: 14
Generation 29 | Revalues: 3730 | GridSize: 14
Generation 30 | Revalues: 3852 | GridSize: 14
Generation 31 | Revalues: 3981 | GridSize: 14
Generation 32 | Revalues: 4110 | GridSize: 14
Generation 33 | Revalues: 4234 | GridSize: 14
Generation 34 | Revalues: 4360 | GridSize: 14
Generation 35 | Revalues: 4481 | GridSize: 14
Generation 36 | Revalues: 4607 | GridSize: 14
Generation 37 | Revalues: 4732 | GridSize: 13
Generation 38 | Revalues: 4859 | GridSize: 13
Generation 39 | Revalues: 4982 | GridSize: 13
Generation 40 | Revalues: 5104 | GridSize: 13
Generation 41 | Revalues: 5233 | GridSize: 14
Generation 42 | Revalues: 5357 | GridSize: 14
Generation 43 | Revalues: 5484 | GridSize: 14
Generation 44 | Revalues: 5610 | GridSize: 14
Generation 45 | Revalues: 5735 | GridSize: 15
Generation 46 | Revalues: 5860 | GridSize: 15
Generation 47 | Revalues: 5982 | GridSize: 15
Generation 48 | Revalues: 6113 | GridSize: 15
Generation 49 | Revalues: 6236 | GridSize: 15
Generation 50 | Revalues: 6362 | GridSize: 15
Generation 51 | Revalues: 6487 | GridSize: 15
Generation 52 | Revalues: 6609 | GridSize: 15
Generation 53 | Revalues: 6740 | GridSize: 14
Generation 54 | Revalues: 6864 | GridSize: 14
Generation 55 | Revalues: 6988 | GridSize: 15
Generation 56 | Revalues: 7118 | GridSize: 15
Generation 57 | Revalues: 7246 | GridSize: 15
Generation 58 | Revalues: 7368 | GridSize: 15
Generation 59 | Revalues: 7489 | GridSize: 15
Generation 60 | Revalues: 7610 | GridSize: 15
Generation 61 | Revalues: 7736 | GridSize: 15
Generation 62 | Revalues: 7866 | GridSize: 15
Generation 63 | Revalues: 7994 | GridSize: 15
Generation 64 | Revalues: 8122 | GridSize: 15
Generation 65 | Revalues: 8248 | GridSize: 15
Generation 66 | Revalues: 8377 | GridSize: 15
Generation 67 | Revalues: 8508 | GridSize: 15
Generation 68 | Revalues: 8627 | GridSize: 15
Generation 69 | Revalues: 8759 | GridSize: 15
Generation 70 | Revalues: 8876 | GridSize: 15
Generation 71 | Revalues: 9001 | GridSize: 15
Generation 72 | Revalues: 9137 | GridSize: 15
Generation 73 | Revalues: 9265 | GridSize: 15
Generation 74 | Revalues: 9392 | GridSize: 15
Generation 75 | Revalues: 9516 | GridSize: 15
Generation 76 | Revalues: 9644 | GridSize: 15
Generation 77 | Revalues: 9771 | GridSize: 15
Generation 78 | Revalues: 9896 | GridSize: 15
Generation 79 | Revalues: 10020 | GridSize: 15
Generation 80 | Revalues: 10141 | GridSize: 15
Generation 81 | Revalues: 10266 | GridSize: 15
Generation 82 | Revalues: 10395 | GridSize: 15
Generation 83 | Revalues: 10520 | GridSize: 15
Generation 84 | Revalues: 10648 | GridSize: 15
Generation 85 | Revalues: 10766 | GridSize: 15
Generation 86 | Revalues: 10896 | GridSize: 15
Generation 87 | Revalues: 11024 | GridSize: 15
Generation 88 | Revalues: 11153 | GridSize: 15
