Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 222 | GridSize: 5
Generation 2 | Revalues: 352 | GridSize: 7
Generation 3 | Revalues: 474 | GridSize: 7
Generation 4 | Revalues: 598 | GridSize: 7
Generation 5 | Revalues: 723 | GridSize: 7
Generation 6 | Revalues: 849 | GridSize: 6
Generation 7 | Revalues: 977 | GridSize: 7
Generation 8 | Revalues: 1105 | GridSize: 7
Generation 9 | Revalues: 1230 | GridSize: 7
Generation 10 | Revalues: 1357 | GridSize: 7
Generation 11 | Revalues: 1487 | GridSize: 7
Generation 12 | Revalues: 1615 | GridSize: 7
Generation 13 | Revalues: 1736 | GridSize: 8
Generation 14 | Revalues: 1862 | GridSize: 8
Generation 15 | Revalues: 1989 | GridSize: 7
Generation 16 | Revalues: 2111 | GridSize: 7
Generation 17 | Revalues: 2237 | GridSize: 8
Generation 18 | Revalues: 2365 | GridSize: 8
Generation 19 | Revalues: 2493 | GridSize: 8
Generation 20 | Revalues: 2620 | GridSize: 5
Generation 21 | Revalues: 2737 | GridSize: 7
Generation 22 | Revalues: 2864 | GridSize: 7
Generation 23 | Revalues: 2986 | GridSize: 7
Generation 24 | Revalues: 3112 | GridSize: 7
Generation 25 | Revalues: 3238 | GridSize: 7
Generation 26 | Revalues: 3356 | GridSize: 7
Generation 27 | Revalues: 3483 | GridSize: 7
Generation 28 | Revalues: 3609 | GridSize: 6
Generation 29 | Revalues: 3734 | GridSize: 6
Generation 30 | Revalues: 3862 | GridSize: 6
Generation 31 | Revalues: 3986 | GridSize: 6
Generation 32 | Revalues: 4115 | GridSize: 7
Generation 33 | Revalues: 4239 | GridSize: 7
Generation 34 | Revalues: 4362 | GridSize: 6
Generation 35 | Revalues: 4480 | GridSize: 6
Generation 36 | Revalues: 4613 | GridSize: 6
Generation 37 | Revalues: 4739 | GridSize: 6
Generation 38 | Revalues: 4865 | GridSize: 7
Generation 39 | Revalues: 4993 | GridSize: 7
Generation 40 | Revalues: 5120 | GridSize: 7
Generation 41 | Revalues: 5247 | GridSize: 8
Generation 42 | Revalues: 5373 | GridSize: 8
Generation 43 | Revalues: 5501 | GridSize: 8
Generation 44 | Revalues: 5624 | GridSize: 8
Generation 45 | Revalues: 5747 | GridSize: 8
Generation 46 | Revalues: 5870 | GridSize: 8
Generation 47 | Revalues: 5997 | GridSize: 9
Generation 48 | Revalues: 6120 | GridSize: 9
Generation 49 | Revalues: 6241 | GridSize: 9
Generation 50 | Revalues: 6361 | GridSize: 9
Generation 51 | Revalues: 6485 | GridSize: 9
Generation 52 | Revalues: 6609 | GridSize: 9
Generation 53 | Revalues: 6732 | GridSize: 9
Generation 54 | Revalues: 6856 | GridSize: 9
Generation 55 | Revalues: 6985 | GridSize: 9
Generation 56 | Revalues: 7113 | GridSize: 9
Generation 57 | Revalues: 7246 | GridSize: 9
Generation 58 | Revalues: 7371 | GridSize: 9
Generation 59 | Revalues: 7494 | GridSize: 9
Generation 60 | Revalues: 7624 | GridSize: 9
Generation 61 | Revalues: 7756 | GridSize: 9
Generation 62 | Revalues: 7884 | GridSize: 9
Generation 63 | Revalues: 8011 | GridSize: 9
Generation 64 | Revalues: 8137 | GridSize: 9
Generation 65 | Revalues: 8258 | GridSize: 9
Generation 66 | Revalues: 8385 | GridSize: 9
Generation 67 | Revalues: 8516 | GridSize: 9
Generation 68 | Revalues: 8641 | GridSize: 9
Generation 69 | Revalues: 8770 | GridSize: 9
Generation 70 | Revalues: 8897 | GridSize: 9
Generation 71 | Revalues: 9024 | GridSize: 9
Generation 72 | Revalues: 9149 | GridSize: 9
Generation 73 | Revalues: 9275 | GridSize: 9
Generation 74 | Revalues: 9394 | GridSize: 9
Generation 75 | Revalues: 9514 | GridSize: 9
Generation 76 | Revalues: 9642 | GridSize: 9
Generation 77 | Revalues: 9771 | GridSize: 9
Generation 78 | Revalues: 9897 | GridSize: 9
Generation 79 | Revalues: 10019 | GridSize: 9
Generation 80 | Revalues: 10148 | GridSize: 9
Generation 81 | Revalues: 10276 | GridSize: 9
