Generation 0 | Revalues: 100 | GridSize: 7
Generation 1 | Revalues: 227 | GridSize: 8
Generation 2 | Revalues: 349 | GridSize: 8
Generation 3 | Revalues: 472 | GridSize: 5
Generation 4 | Revalues: 597 | GridSize: 5
Generation 5 | Revalues: 722 | GridSize: 6
Generation 6 | Revalues: 844 | GridSize: 6
Generation 7 | Revalues: 968 | GridSize: 6
Generation 8 | Revalues: 1092 | GridSize: 7
Generation 9 | Revalues: 1214 | GridSize: 7
Generation 10 | Revalues: 1335 | GridSize: 7
Generation 11 | Revalues: 1453 | GridSize: 8
Generation 12 | Revalues: 1575 | GridSize: 8
Generation 13 | Revalues: 1708 | GridSize: 9
Generation 14 | Revalues: 1833 | GridSize: 10
Generation 15 | Revalues: 1956 | GridSize: 10
Generation 16 | Revalues: 2083 | GridSize: 10
Generation 17 | Revalues: 2210 | GridSize: 10
Generation 18 | Revalues: 2339 | GridSize: 10
Generation 19 | Revalues: 2463 | GridSize: 10
Generation 20 | Revalues: 2591 | GridSize: 10
Generation 21 | Revalues: 2711 | GridSize: 10
Generation 22 | Revalues: 2826 | GridSize: 10
Generation 23 | Revalues: 2946 | GridSize: 10
Generation 24 | Revalues: 3069 | GridSize: 10
Generation 25 | Revalues: 3198 | GridSize: 10
Generation 26 | Revalues: 3315 | GridSize: 10
Generation 27 | Revalues: 3442 | GridSize: 10
Generation 28 | Revalues: 3567 | GridSize: 11
Generation 29 | Revalues: 3695 | GridSize: 11
Generation 30 | Revalues: 3816 | GridSize: 11
Generation 31 | Revalues: 3943 | GridSize: 11
Generation 32 | Revalues: 4068 | GridSize: 11
Generation 33 | Revalues: 4192 | GridSize: 11
Generation 34 | Revalues: 4312 | GridSize: 11
Generation 35 | Revalues: 4433 | GridSize: 12
Generation 36 | Revalues: 4558 | GridSize: 12
Generation 37 | Revalues: 4682 | GridSize: 12
Generation 38 | Revalues: 4800 | GridSize: 12
Generation 39 | Revalues: 4927 | GridSize: 12
Generation 40 | Revalues: 5054 | GridSize: 12
Generation 41 | Revalues: 5187 | GridSize: 11
Generation 42 | Revalues: 5318 | GridSize: 11
Generation 43 | Revalues: 5446 | GridSize: 12
Generation 44 | Revalues: 5569 | GridSize: 12
Generation 45 | Revalues: 5699 | GridSize: 12
Generation 46 | Revalues: 5831 | GridSize: 12
Generation 47 | Revalues: 5957 | GridSize: 12
Generation 48 | Revalues: 6085 | GridSize: 12
Generation 49 | Revalues: 6210 | GridSize: 13
Generation 50 | Revalues: 6339 | GridSize: 13
Generation 51 | Revalues: 6463 | GridSize: 13
Generation 52 | Revalues: 6586 | GridSize: 14
Generation 53 | Revalues: 6712 | GridSize: 14
Generation 54 | Revalues: 6839 | GridSize: 15
Generation 55 | Revalues: 6970 | GridSize: 15
Generation 56 | Revalues: 7095 | GridSize: 15
Generation 57 | Revalues: 7220 | GridSize: 15
Generation 58 | Revalues: 7344 | GridSize: 15
Generation 59 | Revalues: 7470 | GridSize: 16
Generation 60 | Revalues: 7593 | GridSize: 16
Generation 61 | Revalues: 7718 | GridSize: 16
Generation 62 | Revalues: 7837 | GridSize: 16
Generation 63 | Revalues: 7957 | GridSize: 16
Generation 64 | Revalues: 8078 | GridSize: 16
Generation 65 | Revalues: 8198 | GridSize: 16
Generation 66 | Revalues: 8327 | GridSize: 16
Generation 67 | Revalues: 8449 | GridSize: 17
Generation 68 | Revalues: 8572 | GridSize: 17
Generation 69 | Revalues: 8700 | GridSize: 17
Generation 70 | Revalues: 8826 | GridSize: 17
Generation 71 | Revalues: 8958 | GridSize: 17
Generation 72 | Revalues: 9086 | GridSize: 17
Generation 73 | Revalues: 9214 | GridSize: 17
Generation 74 | Revalues: 9334 | GridSize: 17
Generation 75 | Revalues: 9460 | GridSize: 17
Generation 76 | Revalues: 9587 | GridSize: 17
Generation 77 | Revalues: 9717 | GridSize: 17
Generation 78 | Revalues: 9841 | GridSize: 14
Generation 79 | Revalues: 9962 | GridSize: 14
Generation 80 | Revalues: 10086 | GridSize: 14
Generation 81 | Revalues: 10207 | GridSize: 14
Generation 82 | Revalues: 10328 | GridSize: 14
Generation 83 | Revalues: 10458 | GridSize: 14
Generation 84 | Revalues: 10579 | GridSize: 14
Generation 85 | Revalues: 10707 | GridSize: 14
Generation 86 | Revalues: 10835 | GridSize: 14
Generation 87 | Revalues: 10963 | GridSize: 12
Generation 88 | Revalues: 11078 | GridSize: 12
Generation 89 | Revalues: 11210 | GridSize: 12
Generation 90 | Revalues: 11338 | GridSize: 12
Generation 91 | Revalues: 11462 | GridSize: 12
Generation 92 | Revalues: 11589 | GridSize: 12
Generation 93 | Revalues: 11714 | GridSize: 12
Generation 94 | Revalues: 11833 | GridSize: 12
Generation 95 | Revalues: 11963 | GridSize: 12
Generation 96 | Revalues: 12096 | GridSize: 12
Generation 97 | Revalues: 12220 | GridSize: 12
Generation 98 | Revalues: 12346 | GridSize: 12
Generation 99 | Revalues: 12473 | GridSize: 12
Generation 100 | Revalues: 12605 | GridSize: 12
Generation 101 | Revalues: 12728 | GridSize: 12
Generation 102 | Revalues: 12848 | GridSize: 12
Generation 103 | Revalues: 12973 | GridSize: 12
Generation 104 | Revalues: 13090 | GridSize: 12
Generation 105 | Revalues: 13216 | GridSize: 12
Generation 106 | Revalues: 13345 | GridSize: 13
Generation 107 | Revalues: 13476 | GridSize: 13
Generation 108 | Revalues: 13606 | GridSize: 13
Generation 109 | Revalues: 13729 | GridSize: 13
Generation 110 | Revalues: 13853 | GridSize: 13
Generation 111 | Revalues: 13984 | GridSize: 14
Generation 112 | Revalues: 14110 | GridSize: 14
Generation 113 | Revalues: 14241 | GridSize: 14
Generation 114 | Revalues: 14360 | GridSize: 14
Generation 115 | Revalues: 14481 | GridSize: 14
Generation 116 | Revalues: 14607 | GridSize: 14
Generation 117 | Revalues: 14730 | GridSize: 14
Generation 118 | Revalues: 14856 | GridSize: 15
Generation 119 | Revalues: 14985 | GridSize: 15
