Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 231 | GridSize: 11
Generation 2 | Revalues: 356 | GridSize: 9
Generation 3 | Revalues: 480 | GridSize: 5
Generation 4 | Revalues: 600 | GridSize: 5
Generation 5 | Revalues: 726 | GridSize: 5
Generation 6 | Revalues: 853 | GridSize: 6
Generation 7 | Revalues: 977 | GridSize: 8
Generation 8 | Revalues: 1101 | GridSize: 8
Generation 9 | Revalues: 1227 | GridSize: 8
Generation 10 | Revalues: 1352 | GridSize: 8
Generation 11 | Revalues: 1478 | GridSize: 10
Generation 12 | Revalues: 1606 | GridSize: 10
Generation 13 | Revalues: 1729 | GridSize: 11
Generation 14 | Revalues: 1854 | GridSize: 11
Generation 15 | Revalues: 1977 | GridSize: 11
Generation 16 | Revalues: 2105 | GridSize: 11
Generation 17 | Revalues: 2231 | GridSize: 11
Generation 18 | Revalues: 2355 | GridSize: 12
Generation 19 | Revalues: 2484 | GridSize: 12
Generation 20 | Revalues: 2612 | GridSize: 11
Generation 21 | Revalues: 2733 | GridSize: 11
Generation 22 | Revalues: 2856 | GridSize: 11
Generation 23 | Revalues: 2986 | GridSize: 12
Generation 24 | Revalues: 3111 | GridSize: 13
Generation 25 | Revalues: 3241 | GridSize: 15
Generation 26 | Revalues: 3367 | GridSize: 15
Generation 27 | Revalues: 3493 | GridSize: 15
Generation 28 | Revalues: 3610 | GridSize: 15
Generation 29 | Revalues: 3736 | GridSize: 16
Generation 30 | Revalues: 3864 | GridSize: 16
Generation 31 | Revalues: 3993 | GridSize: 16
Generation 32 | Revalues: 4126 | GridSize: 16
Generation 33 | Revalues: 4247 | GridSize: 16
Generation 34 | Revalues: 4371 | GridSize: 15
Generation 35 | Revalues: 4494 | GridSize: 15
Generation 36 | Revalues: 4616 | GridSize: 15
Generation 37 | Revalues: 4742 | GridSize: 15
Generation 38 | Revalues: 4874 | GridSize: 15
Generation 39 | Revalues: 5003 | GridSize: 15
Generation 40 | Revalues: 5127 | GridSize: 15
Generation 41 | Revalues: 5254 | GridSize: 15
Generation 42 | Revalues: 5379 | GridSize: 15
Generation 43 | Revalues: 5499 | GridSize: 15
Generation 44 | Revalues: 5631 | GridSize: 15
Generation 45 | Revalues: 5754 | GridSize: 15
Generation 46 | Revalues: 5880 | GridSize: 15
Generation 47 | Revalues: 5999 | GridSize: 15
Generation 48 | Revalues: 6119 | GridSize: 15
Generation 49 | Revalues: 6242 | GridSize: 16
Generation 50 | Revalues: 6365 | GridSize: 16
Generation 51 | Revalues: 6486 | GridSize: 16
Generation 52 | Revalues: 6610 | GridSize: 16
Generation 53 | Revalues: 6733 | GridSize: 16
Generation 54 | Revalues: 6858 | GridSize: 16
Generation 55 | Revalues: 6985 | GridSize: 16
Generation 56 | Revalues: 7116 | GridSize: 16
Generation 57 | Revalues: 7234 | GridSize: 16
Generation 58 | Revalues: 7362 | GridSize: 16
Generation 59 | Revalues: 7480 | GridSize: 16
Generation 60 | Revalues: 7606 | GridSize: 16
Generation 61 | Revalues: 7731 | GridSize: 16
Generation 62 | Revalues: 7859 | GridSize: 16
Generation 63 | Revalues: 7984 | GridSize: 16
Generation 64 | Revalues: 8107 | GridSize: 16
Generation 65 | Revalues: 8238 | GridSize: 16
Generation 66 | Revalues: 8356 | GridSize: 16
Generation 67 | Revalues: 8475 | GridSize: 16
Generation 68 | Revalues: 8595 | GridSize: 17
Generation 69 | Revalues: 8727 | GridSize: 17
Generation 70 | Revalues: 8853 | GridSize: 17
Generation 71 | Revalues: 8978 | GridSize: 17
Generation 72 | Revalues: 9107 | GridSize: 16
Generation 73 | Revalues: 9231 | GridSize: 16
Generation 74 | Revalues: 9353 | GridSize: 16
Generation 75 | Revalues: 9480 | GridSize: 16
Generation 76 | Revalues: 9607 | GridSize: 16
Generation 77 | Revalues: 9732 | GridSize: 16
Generation 78 | Revalues: 9857 | GridSize: 16
Generation 79 | Revalues: 9981 | GridSize: 16
Generation 80 | Revalues: 10102 | GridSize: 16
Generation 81 | Revalues: 10223 | GridSize: 16
Generation 82 | Revalues: 10348 | GridSize: 16
Generation 83 | Revalues: 10469 | GridSize: 14
Generation 84 | Revalues: 10589 | GridSize: 14
Generation 85 | Revalues: 10713 | GridSize: 14
Generation 86 | Revalues: 10845 | GridSize: 14
Generation 87 | Revalues: 10974 | GridSize: 14
Generation 88 | Revalues: 11102 | GridSize: 12
Generation 89 | Revalues: 11226 | GridSize: 12
Generation 90 | Revalues: 11350 | GridSize: 12
Generation 91 | Revalues: 11479 | GridSize: 12
Generation 92 | Revalues: 11601 | GridSize: 12
Generation 93 | Revalues: 11727 | GridSize: 12
Generation 94 | Revalues: 11852 | GridSize: 12
Generation 95 | Revalues: 11974 | GridSize: 12
Generation 96 | Revalues: 12102 | GridSize: 12
Generation 97 | Revalues: 12226 | GridSize: 12
Generation 98 | Revalues: 12343 | GridSize: 12
Generation 99 | Revalues: 12462 | GridSize: 12
Generation 100 | Revalues: 12584 | GridSize: 12
Generation 101 | Revalues: 12709 | GridSize: 12
Generation 102 | Revalues: 12840 | GridSize: 12
Generation 103 | Revalues: 12966 | GridSize: 12
Generation 104 | Revalues: 13089 | GridSize: 12
Generation 105 | Revalues: 13220 | GridSize: 12
Generation 106 | Revalues: 13350 | GridSize: 12
Generation 107 | Revalues: 13477 | GridSize: 12
Generation 108 | Revalues: 13597 | GridSize: 12
Generation 109 | Revalues: 13726 | GridSize: 12
Generation 110 | Revalues: 13852 | GridSize: 12
Generation 111 | Revalues: 13977 | GridSize: 12
Generation 112 | Revalues: 14100 | GridSize: 12
Generation 113 | Revalues: 14231 | GridSize: 12
Generation 114 | Revalues: 14358 | GridSize: 12
Generation 115 | Revalues: 14485 | GridSize: 12
Generation 116 | Revalues: 14608 | GridSize: 12
Generation 117 | Revalues: 14727 | GridSize: 12
Generation 118 | Revalues: 14845 | GridSize: 12
Generation 119 | Revalues: 14970 | GridSize: 12
Generation 120 | Revalues: 15092 | GridSize: 12
Generation 121 | Revalues: 15212 | GridSize: 12
Generation 122 | Revalues: 15339 | GridSize: 12
Generation 123 | Revalues: 15464 | GridSize: 12
Generation 124 | Revalues: 15585 | GridSize: 12
Generation 125 | Revalues: 15706 | GridSize: 12
Generation 126 | Revalues: 15826 | GridSize: 12
Generation 127 | Revalues: 15947 | GridSize: 12
Generation 128 | Revalues: 16073 | GridSize: 12
Generation 129 | Revalues: 16196 | GridSize: 12
Generation 130 | Revalues: 16322 | GridSize: 12
Generation 131 | Revalues: 16449 | GridSize: 12
Generation 132 | Revalues: 16576 | GridSize: 12
Generation 133 | Revalues: 16706 | GridSize: 12
Generation 134 | Revalues: 16826 | GridSize: 13
Generation 135 | Revalues: 16956 | GridSize: 13
Generation 136 | Revalues: 17081 | GridSize: 13
Generation 137 | Revalues: 17206 | GridSize: 13
Generation 138 | Revalues: 17332 | GridSize: 13
Generation 139 | Revalues: 17459 | GridSize: 13
Generation 140 | Revalues: 17587 | GridSize: 13
Generation 141 | Revalues: 17710 | GridSize: 13
Generation 142 | Revalues: 17833 | GridSize: 14
Generation 143 | Revalues: 17959 | GridSize: 15
Generation 144 | Revalues: 18084 | GridSize: 15
Generation 145 | Revalues: 18205 | GridSize: 15
Generation 146 | Revalues: 18327 | GridSize: 15
Generation 147 | Revalues: 18457 | GridSize: 15
Generation 148 | Revalues: 18588 | GridSize: 15
Generation 149 | Revalues: 18707 | GridSize: 15
Generation 150 | Revalues: 18829 | GridSize: 15
Generation 151 | Revalues: 18954 | GridSize: 15
Generation 152 | Revalues: 19080 | GridSize: 15
Generation 153 | Revalues: 19208 | GridSize: 15
Generation 154 | Revalues: 19335 | GridSize: 15
Generation 155 | Revalues: 19463 | GridSize: 15
