Generation 0 | Revalues: 100 | GridSize: 9
Generation 1 | Revalues: 225 | GridSize: 8
Generation 2 | Revalues: 349 | GridSize: 6
Generation 3 | Revalues: 472 | GridSize: 5
Generation 4 | Revalues: 598 | GridSize: 7
Generation 5 | Revalues: 726 | GridSize: 6
Generation 6 | Revalues: 854 | GridSize: 6
Generation 7 | Revalues: 978 | GridSize: 6
Generation 8 | Revalues: 1103 | GridSize: 6
Generation 9 | Revalues: 1236 | GridSize: 6
Generation 10 | Revalues: 1362 | GridSize: 6
Generation 11 | Revalues: 1484 | GridSize: 6
Generation 12 | Revalues: 1608 | GridSize: 6
Generation 13 | Revalues: 1733 | GridSize: 6
Generation 14 | Revalues: 1855 | GridSize: 6
Generation 15 | Revalues: 1979 | GridSize: 6
Generation 16 | Revalues: 2111 | GridSize: 5
Generation 17 | Revalues: 2236 | GridSize: 6
Generation 18 | Revalues: 2367 | GridSize: 6
Generation 19 | Revalues: 2489 | GridSize: 6
Generation 20 | Revalues: 2609 | GridSize: 6
Generation 21 | Revalues: 2735 | GridSize: 6
Generation 22 | Revalues: 2865 | GridSize: 7
Generation 23 | Revalues: 2991 | GridSize: 7
Generation 24 | Revalues: 3116 | GridSize: 8
Generation 25 | Revalues: 3239 | GridSize: 8
Generation 26 | Revalues: 3362 | GridSize: 8
Generation 27 | Revalues: 3489 | GridSize: 8
Generation 28 | Revalues: 3612 | GridSize: 8
Generation 29 | Revalues: 3741 | GridSize: 9
Generation 30 | Revalues: 3867 | GridSize: 9
Generation 31 | Revalues: 3988 | GridSize: 10
Generation 32 | Revalues: 4113 | GridSize: 10
Generation 33 | Revalues: 4242 | GridSize: 10
Generation 34 | Revalues: 4373 | GridSize: 11
Generation 35 | Revalues: 4500 | GridSize: 12
Generation 36 | Revalues: 4631 | GridSize: 12
Generation 37 | Revalues: 4762 | GridSize: 12
Generation 38 | Revalues: 4886 | GridSize: 12
Generation 39 | Revalues: 5011 | GridSize: 12
Generation 40 | Revalues: 5138 | GridSize: 12
Generation 41 | Revalues: 5264 | GridSize: 12
Generation 42 | Revalues: 5391 | GridSize: 12
Generation 43 | Revalues: 5508 | GridSize: 12
Generation 44 | Revalues: 5632 | GridSize: 12
Generation 45 | Revalues: 5763 | GridSize: 12
Generation 46 | Revalues: 5888 | GridSize: 12
Generation 47 | Revalues: 6019 | GridSize: 12
Generation 48 | Revalues: 6142 | GridSize: 12
Generation 49 | Revalues: 6268 | GridSize: 12
Generation 50 | Revalues: 6403 | GridSize: 12
Generation 51 | Revalues: 6530 | GridSize: 12
Generation 52 | Revalues: 6650 | GridSize: 12
Generation 53 | Revalues: 6776 | GridSize: 12
Generation 54 | Revalues: 6897 | GridSize: 12
Generation 55 | Revalues: 7022 | GridSize: 12
Generation 56 | Revalues: 7151 | GridSize: 12
Generation 57 | Revalues: 7276 | GridSize: 12
Generation 58 | Revalues: 7403 | GridSize: 12
Generation 59 | Revalues: 7535 | GridSize: 12
Generation 60 | Revalues: 7660 | GridSize: 12
Generation 61 | Revalues: 7785 | GridSize: 12
Generation 62 | Revalues: 7900 | GridSize: 12
Generation 63 | Revalues: 8021 | GridSize: 12
Generation 64 | Revalues: 8147 | GridSize: 13
Generation 65 | Revalues: 8281 | GridSize: 13
Generation 66 | Revalues: 8412 | GridSize: 13
Generation 67 | Revalues: 8539 | GridSize: 13
Generation 68 | Revalues: 8667 | GridSize: 13
Generation 69 | Revalues: 8794 | GridSize: 13
Generation 70 | Revalues: 8922 | GridSize: 13
Generation 71 | Revalues: 9052 | GridSize: 13
Generation 72 | Revalues: 9178 | GridSize: 13
Generation 73 | Revalues: 9298 | GridSize: 13
Generation 74 | Revalues: 9417 | GridSize: 13
Generation 75 | Revalues: 9541 | GridSize: 13
Generation 76 | Revalues: 9668 | GridSize: 13
Generation 77 | Revalues: 9798 | GridSize: 13
Generation 78 | Revalues: 9918 | GridSize: 12
Generation 79 | Revalues: 10039 | GridSize: 12
Generation 80 | Revalues: 10164 | GridSize: 12
Generation 81 | Revalues: 10288 | GridSize: 12
Generation 82 | Revalues: 10408 | GridSize: 12
Generation 83 | Revalues: 10530 | GridSize: 12
Generation 84 | Revalues: 10653 | GridSize: 12
Generation 85 | Revalues: 10772 | GridSize: 12
Generation 86 | Revalues: 10893 | GridSize: 12
Generation 87 | Revalues: 11027 | GridSize: 12
Generation 88 | Revalues: 11149 | GridSize: 12
Generation 89 | Revalues: 11275 | GridSize: 7
Generation 90 | Revalues: 11396 | GridSize: 8
Generation 91 | Revalues: 11517 | GridSize: 8
Generation 92 | Revalues: 11644 | GridSize: 8
Generation 93 | Revalues: 11765 | GridSize: 8
Generation 94 | Revalues: 11886 | GridSize: 8
Generation 95 | Revalues: 12014 | GridSize: 8
Generation 96 | Revalues: 12140 | GridSize: 8
Generation 97 | Revalues: 12269 | GridSize: 8
Generation 98 | Revalues: 12392 | GridSize: 8
Generation 99 | Revalues: 12515 | GridSize: 8
Generation 100 | Revalues: 12633 | GridSize: 8
Generation 101 | Revalues: 12759 | GridSize: 8
Generation 102 | Revalues: 12882 | GridSize: 8
Generation 103 | Revalues: 13008 | GridSize: 8
Generation 104 | Revalues: 13132 | GridSize: 8
Generation 105 | Revalues: 13259 | GridSize: 8
Generation 106 | Revalues: 13386 | GridSize: 8
Generation 107 | Revalues: 13515 | GridSize: 8
Generation 108 | Revalues: 13643 | GridSize: 8
Generation 109 | Revalues: 13768 | GridSize: 8
Generation 110 | Revalues: 13894 | GridSize: 8
Generation 111 | Revalues: 14029 | GridSize: 8
Generation 112 | Revalues: 14151 | GridSize: 8
Generation 113 | Revalues: 14275 | GridSize: 8
Generation 114 | Revalues: 14405 | GridSize: 8
Generation 115 | Revalues: 14531 | GridSize: 8
Generation 116 | Revalues: 14656 | GridSize: 8
Generation 117 | Revalues: 14779 | GridSize: 8
Generation 118 | Revalues: 14904 | GridSize: 8
Generation 119 | Revalues: 15028 | GridSize: 8
Generation 120 | Revalues: 15154 | GridSize: 8
Generation 121 | Revalues: 15281 | GridSize: 8
Generation 122 | Revalues: 15407 | GridSize: 8
Generation 123 | Revalues: 15534 | GridSize: 8
Generation 124 | Revalues: 15660 | GridSize: 9
Generation 125 | Revalues: 15780 | GridSize: 9
Generation 126 | Revalues: 15902 | GridSize: 9
Generation 127 | Revalues: 16030 | GridSize: 9
Generation 128 | Revalues: 16158 | GridSize: 9
Generation 129 | Revalues: 16288 | GridSize: 9
Generation 130 | Revalues: 16418 | GridSize: 9
Generation 131 | Revalues: 16547 | GridSize: 10
Generation 132 | Revalues: 16673 | GridSize: 10
Generation 133 | Revalues: 16796 | GridSize: 10
Generation 134 | Revalues: 16916 | GridSize: 10
Generation 135 | Revalues: 17037 | GridSize: 10
Generation 136 | Revalues: 17155 | GridSize: 10
Generation 137 | Revalues: 17282 | GridSize: 10
Generation 138 | Revalues: 17407 | GridSize: 10
Generation 139 | Revalues: 17532 | GridSize: 10
Generation 140 | Revalues: 17653 | GridSize: 10
Generation 141 | Revalues: 17779 | GridSize: 10
Generation 142 | Revalues: 17904 | GridSize: 10
Generation 143 | Revalues: 18028 | GridSize: 10
Generation 144 | Revalues: 18151 | GridSize: 10
