Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 226 | GridSize: 5
Generation 2 | Revalues: 352 | GridSize: 6
Generation 3 | Revalues: 477 | GridSize: 4
Generation 4 | Revalues: 602 | GridSize: 4
Generation 5 | Revalues: 730 | GridSize: 4
Generation 6 | Revalues: 856 | GridSize: 5
Generation 7 | Revalues: 982 | GridSize: 6
Generation 8 | Revalues: 1108 | GridSize: 6
Generation 9 | Revalues: 1229 | GridSize: 6
Generation 10 | Revalues: 1355 | GridSize: 6
Generation 11 | Revalues: 1481 | GridSize: 6
Generation 12 | Revalues: 1612 | GridSize: 6
Generation 13 | Revalues: 1733 | GridSize: 7
Generation 14 | Revalues: 1854 | GridSize: 7
Generation 15 | Revalues: 1981 | GridSize: 7
Generation 16 | Revalues: 2108 | GridSize: 7
Generation 17 | Revalues: 2222 | GridSize: 7
Generation 18 | Revalues: 2336 | GridSize: 7
Generation 19 | Revalues: 2460 | GridSize: 8
Generation 20 | Revalues: 2583 | GridSize: 8
Generation 21 | Revalues: 2706 | GridSize: 8
Generation 22 | Revalues: 2832 | GridSize: 8
Generation 23 | Revalues: 2958 | GridSize: 8
Generation 24 | Revalues: 3084 | GridSize: 8
Generation 25 | Revalues: 3211 | GridSize: 8
Generation 26 | Revalues: 3337 | GridSize: 8
Generation 27 | Revalues: 3465 | GridSize: 9
Generation 28 | Revalues: 3593 | GridSize: 9
Generation 29 | Revalues: 3722 | GridSize: 9
Generation 30 | Revalues: 3854 | GridSize: 9
Generation 31 | Revalues: 3983 | GridSize: 9
Generation 32 | Revalues: 4112 | GridSize: 9
Generation 33 | Revalues: 4241 | GridSize: 9
Generation 34 | Revalues: 4364 | GridSize: 10
Generation 35 | Revalues: 4487 | GridSize: 10
Generation 36 | Revalues: 4610 | GridSize: 11
Generation 37 | Revalues: 4737 | GridSize: 11
Generation 38 | Revalues: 4864 | GridSize: 11
Generation 39 | Revalues: 4989 | GridSize: 11
Generation 40 | Revalues: 5114 | GridSize: 11
Generation 41 | Revalues: 5239 | GridSize: 10
Generation 42 | Revalues: 5356 | GridSize: 11
Generation 43 | Revalues: 5473 | GridSize: 11
Generation 44 | Revalues: 5596 | GridSize: 11
Generation 45 | Revalues: 5719 | GridSize: 11
Generation 46 | Revalues: 5842 | GridSize: 11
Generation 47 | Revalues: 5965 | GridSize: 11
Generation 48 | Revalues: 6092 | GridSize: 11
Generation 49 | Revalues: 6220 | GridSize: 11
Generation 50 | Revalues: 6348 | GridSize: 11
Generation 51 | Revalues: 6478 | GridSize: 11
Generation 52 | Revalues: 6607 | GridSize: 11
Generation 53 | Revalues: 6736 | GridSize: 11
Generation 54 | Revalues: 6855 | GridSize: 11
Generation 55 | Revalues: 6982 | GridSize: 11
Generation 56 | Revalues: 7104 | GridSize: 11
Generation 57 | Revalues: 7226 | GridSize: 11
Generation 58 | Revalues: 7352 | GridSize: 11
Generation 59 | Revalues: 7478 | GridSize: 11
Generation 60 | Revalues: 7605 | GridSize: 11
Generation 61 | Revalues: 7732 | GridSize: 11
Generation 62 | Revalues: 7862 | GridSize: 11
Generation 63 | Revalues: 7981 | GridSize: 11
Generation 64 | Revalues: 8100 | GridSize: 11
Generation 65 | Revalues: 8221 | GridSize: 11
Generation 66 | Revalues: 8342 | GridSize: 11
Generation 67 | Revalues: 8467 | GridSize: 11
Generation 68 | Revalues: 8592 | GridSize: 11
Generation 69 | Revalues: 8717 | GridSize: 11
Generation 70 | Revalues: 8842 | GridSize: 11
Generation 71 | Revalues: 8966 | GridSize: 11
Generation 72 | Revalues: 9090 | GridSize: 10
Generation 73 | Revalues: 9222 | GridSize: 10
Generation 74 | Revalues: 9348 | GridSize: 10
Generation 75 | Revalues: 9474 | GridSize: 10
Generation 76 | Revalues: 9598 | GridSize: 10
Generation 77 | Revalues: 9719 | GridSize: 10
Generation 78 | Revalues: 9848 | GridSize: 10
Generation 79 | Revalues: 9977 | GridSize: 10
Generation 80 | Revalues: 10106 | GridSize: 10
Generation 81 | Revalues: 10238 | GridSize: 10
Generation 82 | Revalues: 10370 | GridSize: 10
Generation 83 | Revalues: 10498 | GridSize: 10
Generation 84 | Revalues: 10627 | GridSize: 10
Generation 85 | Revalues: 10756 | GridSize: 10
Generation 86 | Revalues: 10883 | GridSize: 10
Generation 87 | Revalues: 11009 | GridSize: 10
Generation 88 | Revalues: 11128 | GridSize: 10
Generation 89 | Revalues: 11247 | GridSize: 10
Generation 90 | Revalues: 11373 | GridSize: 10
Generation 91 | Revalues: 11499 | GridSize: 10
Generation 92 | Revalues: 11625 | GridSize: 10
Generation 93 | Revalues: 11753 | GridSize: 10
Generation 94 | Revalues: 11881 | GridSize: 10
Generation 95 | Revalues: 12009 | GridSize: 10
Generation 96 | Revalues: 12137 | GridSize: 11
Generation 97 | Revalues: 12267 | GridSize: 11
Generation 98 | Revalues: 12398 | GridSize: 11
Generation 99 | Revalues: 12529 | GridSize: 11
Generation 100 | Revalues: 12657 | GridSize: 11
Generation 101 | Revalues: 12780 | GridSize: 11
Generation 102 | Revalues: 12909 | GridSize: 11
Generation 103 | Revalues: 13038 | GridSize: 11
Generation 104 | Revalues: 13166 | GridSize: 11
Generation 105 | Revalues: 13287 | GridSize: 11
Generation 106 | Revalues: 13408 | GridSize: 11
Generation 107 | Revalues: 13534 | GridSize: 11
Generation 108 | Revalues: 13659 | GridSize: 10
Generation 109 | Revalues: 13782 | GridSize: 10
Generation 110 | Revalues: 13905 | GridSize: 10
Generation 111 | Revalues: 14033 | GridSize: 10
Generation 112 | Revalues: 14162 | GridSize: 10
Generation 113 | Revalues: 14288 | GridSize: 10
Generation 114 | Revalues: 14414 | GridSize: 10
Generation 115 | Revalues: 14539 | GridSize: 10
Generation 116 | Revalues: 14667 | GridSize: 10
Generation 117 | Revalues: 14795 | GridSize: 10
Generation 118 | Revalues: 14923 | GridSize: 10
Generation 119 | Revalues: 15045 | GridSize: 10
Generation 120 | Revalues: 15167 | GridSize: 10
Generation 121 | Revalues: 15292 | GridSize: 10
Generation 122 | Revalues: 15418 | GridSize: 10
Generation 123 | Revalues: 15544 | GridSize: 10
Generation 124 | Revalues: 15663 | GridSize: 10
Generation 125 | Revalues: 15784 | GridSize: 10
Generation 126 | Revalues: 15913 | GridSize: 10
Generation 127 | Revalues: 16042 | GridSize: 10
Generation 128 | Revalues: 16170 | GridSize: 10
Generation 129 | Revalues: 16297 | GridSize: 10
Generation 130 | Revalues: 16424 | GridSize: 10
Generation 131 | Revalues: 16540 | GridSize: 10
Generation 132 | Revalues: 16656 | GridSize: 10
Generation 133 | Revalues: 16779 | GridSize: 11
Generation 134 | Revalues: 16902 | GridSize: 11
Generation 135 | Revalues: 17026 | GridSize: 11
Generation 136 | Revalues: 17149 | GridSize: 11
Generation 137 | Revalues: 17271 | GridSize: 11
Generation 138 | Revalues: 17393 | GridSize: 11
Generation 139 | Revalues: 17515 | GridSize: 11
Generation 140 | Revalues: 17642 | GridSize: 11
Generation 141 | Revalues: 17762 | GridSize: 11
Generation 142 | Revalues: 17882 | GridSize: 11
Generation 143 | Revalues: 18010 | GridSize: 11
