Generation 0 | Revalues: 100 | GridSize: 3
Generation 1 | Revalues: 228 | GridSize: 4
Generation 2 | Revalues: 348 | GridSize: 6
Generation 3 | Revalues: 474 | GridSize: 6
Generation 4 | Revalues: 600 | GridSize: 8
Generation 5 | Revalues: 723 | GridSize: 7
Generation 6 | Revalues: 846 | GridSize: 8
Generation 7 | Revalues: 973 | GridSize: 8
Generation 8 | Revalues: 1092 | GridSize: 8
Generation 9 | Revalues: 1211 | GridSize: 8
Generation 10 | Revalues: 1343 | GridSize: 8
Generation 11 | Revalues: 1475 | GridSize: 10
Generation 12 | Revalues: 1598 | GridSize: 9
Generation 13 | Revalues: 1722 | GridSize: 9
Generation 14 | Revalues: 1846 | GridSize: 10
Generation 15 | Revalues: 1975 | GridSize: 11
Generation 16 | Revalues: 2102 | GridSize: 11
Generation 17 | Revalues: 2232 | GridSize: 12
Generation 18 | Revalues: 2352 | GridSize: 5
Generation 19 | Revalues: 2472 | GridSize: 5
Generation 20 | Revalues: 2600 | GridSize: 5
Generation 21 | Revalues: 2728 | GridSize: 5
Generation 22 | Revalues: 2853 | GridSize: 5
Generation 23 | Revalues: 2981 | GridSize: 5
Generation 24 | Revalues: 3107 | GridSize: 5
Generation 25 | Revalues: 3230 | GridSize: 5
Generation 26 | Revalues: 3353 | GridSize: 5
Generation 27 | Revalues: 3476 | GridSize: 5
Generation 28 | Revalues: 3602 | GridSize: 5
Generation 29 | Revalues: 3731 | GridSize: 5
Generation 30 | Revalues: 3855 | GridSize: 5
Generation 31 | Revalues: 3979 | GridSize: 5
Generation 32 | Revalues: 4109 | GridSize: 5
Generation 33 | Revalues: 4234 | GridSize: 5
Generation 34 | Revalues: 4361 | GridSize: 5
Generation 35 | Revalues: 4489 | GridSize: 5
Generation 36 | Revalues: 4620 | GridSize: 5
Generation 37 | Revalues: 4748 | GridSize: 5
Generation 38 | Revalues: 4870 | GridSize: 5
Generation 39 | Revalues: 4990 | GridSize: 6
Generation 40 | Revalues: 5107 | GridSize: 6
Generation 41 | Revalues: 5238 | GridSize: 6
Generation 42 | Revalues: 5372 | GridSize: 6
Generation 43 | Revalues: 5500 | GridSize: 6
Generation 44 | Revalues: 5625 | GridSize: 6
Generation 45 | Revalues: 5750 | GridSize: 6
Generation 46 | Revalues: 5882 | GridSize: 6
Generation 47 | Revalues: 5997 | GridSize: 6
Generation 48 | Revalues: 6130 | GridSize: 6
Generation 49 | Revalues: 6249 | GridSize: 6
Generation 50 | Revalues: 6379 | GridSize: 6
Generation 51 | Revalues: 6502 | GridSize: 6
Generation 52 | Revalues: 6625 | GridSize: 6
Generation 53 | Revalues: 6753 | GridSize: 6
Generation 54 | Revalues: 6885 | GridSize: 6
Generation 55 | Revalues: 7017 | GridSize: 6
Generation 56 | Revalues: 7146 | GridSize: 6
Generation 57 | Revalues: 7277 | GridSize: 6
Generation 58 | Revalues: 7410 | GridSize: 6
Generation 59 | Revalues: 7531 | GridSize: 6
