Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 223 | GridSize: 8
Generation 2 | Revalues: 345 | GridSize: 10
Generation 3 | Revalues: 461 | GridSize: 10
Generation 4 | Revalues: 581 | GridSize: 10
Generation 5 | Revalues: 710 | GridSize: 10
Generation 6 | Revalues: 836 | GridSize: 10
Generation 7 | Revalues: 959 | GridSize: 10
Generation 8 | Revalues: 1084 | GridSize: 11
Generation 9 | Revalues: 1213 | GridSize: 13
Generation 10 | Revalues: 1340 | GridSize: 14
Generation 11 | Revalues: 1464 | GridSize: 12
Generation 12 | Revalues: 1589 | GridSize: 8
Generation 13 | Revalues: 1713 | GridSize: 8
Generation 14 | Revalues: 1837 | GridSize: 8
Generation 15 | Revalues: 1964 | GridSize: 8
Generation 16 | Revalues: 2092 | GridSize: 8
Generation 17 | Revalues: 2216 | GridSize: 9
Generation 18 | Revalues: 2339 | GridSize: 10
Generation 19 | Revalues: 2466 | GridSize: 10
Generation 20 | Revalues: 2580 | GridSize: 10
Generation 21 | Revalues: 2708 | GridSize: 10
Generation 22 | Revalues: 2831 | GridSize: 10
Generation 23 | Revalues: 2950 | GridSize: 7
Generation 24 | Revalues: 3078 | GridSize: 7
Generation 25 | Revalues: 3203 | GridSize: 7
Generation 26 | Revalues: 3326 | GridSize: 7
Generation 27 | Revalues: 3451 | GridSize: 7
Generation 28 | Revalues: 3572 | GridSize: 7
Generation 29 | Revalues: 3699 | GridSize: 8
Generation 30 | Revalues: 3826 | GridSize: 8
Generation 31 | Revalues: 3946 | GridSize: 9
Generation 32 | Revalues: 4075 | GridSize: 9
Generation 33 | Revalues: 4200 | GridSize: 9
Generation 34 | Revalues: 4320 | GridSize: 9
Generation 35 | Revalues: 4438 | GridSize: 9
Generation 36 | Revalues: 4564 | GridSize: 9
Generation 37 | Revalues: 4690 | GridSize: 9
Generation 38 | Revalues: 4816 | GridSize: 9
Generation 39 | Revalues: 4945 | GridSize: 10
Generation 40 | Revalues: 5074 | GridSize: 11
Generation 41 | Revalues: 5198 | GridSize: 11
Generation 42 | Revalues: 5325 | GridSize: 11
Generation 43 | Revalues: 5442 | GridSize: 11
Generation 44 | Revalues: 5562 | GridSize: 8
Generation 45 | Revalues: 5690 | GridSize: 8
Generation 46 | Revalues: 5815 | GridSize: 8
Generation 47 | Revalues: 5943 | GridSize: 8
Generation 48 | Revalues: 6062 | GridSize: 8
Generation 49 | Revalues: 6189 | GridSize: 8
Generation 50 | Revalues: 6312 | GridSize: 8
Generation 51 | Revalues: 6434 | GridSize: 8
Generation 52 | Revalues: 6556 | GridSize: 8
Generation 53 | Revalues: 6677 | GridSize: 8
Generation 54 | Revalues: 6801 | GridSize: 8
Generation 55 | Revalues: 6932 | GridSize: 8
Generation 56 | Revalues: 7060 | GridSize: 9
Generation 57 | Revalues: 7185 | GridSize: 9
Generation 58 | Revalues: 7314 | GridSize: 9
Generation 59 | Revalues: 7441 | GridSize: 9
