Generation 0 | Revalues: 100 | GridSize: 8
Generation 1 | Revalues: 226 | GridSize: 10
Generation 2 | Revalues: 352 | GridSize: 7
Generation 3 | Revalues: 478 | GridSize: 8
Generation 4 | Revalues: 597 | GridSize: 10
Generation 5 | Revalues: 719 | GridSize: 10
Generation 6 | Revalues: 845 | GridSize: 12
Generation 7 | Revalues: 971 | GridSize: 12
Generation 8 | Revalues: 1095 | GridSize: 11
Generation 9 | Revalues: 1222 | GridSize: 9
Generation 10 | Revalues: 1349 | GridSize: 11
Generation 11 | Revalues: 1474 | GridSize: 11
Generation 12 | Revalues: 1598 | GridSize: 11
Generation 13 | Revalues: 1729 | GridSize: 11
Generation 14 | Revalues: 1860 | GridSize: 11
Generation 15 | Revalues: 1984 | GridSize: 11
Generation 16 | Revalues: 2114 | GridSize: 11
Generation 17 | Revalues: 2244 | GridSize: 11
Generation 18 | Revalues: 2370 | GridSize: 12
Generation 19 | Revalues: 2494 | GridSize: 12
Generation 20 | Revalues: 2623 | GridSize: 12
Generation 21 | Revalues: 2752 | GridSize: 12
Generation 22 | Revalues: 2878 | GridSize: 11
Generation 23 | Revalues: 2999 | GridSize: 11
Generation 24 | Revalues: 3120 | GridSize: 11
Generation 25 | Revalues: 3248 | GridSize: 9
Generation 26 | Revalues: 3365 | GridSize: 9
Generation 27 | Revalues: 3482 | GridSize: 11
Generation 28 | Revalues: 3606 | GridSize: 11
Generation 29 | Revalues: 3733 | GridSize: 11
Generation 30 | Revalues: 3860 | GridSize: 11
Generation 31 | Revalues: 3992 | GridSize: 11
Generation 32 | Revalues: 4118 | GridSize: 12
Generation 33 | Revalues: 4247 | GridSize: 12
Generation 34 | Revalues: 4376 | GridSize: 12
Generation 35 | Revalues: 4494 | GridSize: 12
Generation 36 | Revalues: 4616 | GridSize: 12
Generation 37 | Revalues: 4738 | GridSize: 12
Generation 38 | Revalues: 4864 | GridSize: 12
Generation 39 | Revalues: 4995 | GridSize: 12
Generation 40 | Revalues: 5120 | GridSize: 12
Generation 41 | Revalues: 5245 | GridSize: 12
Generation 42 | Revalues: 5365 | GridSize: 12
Generation 43 | Revalues: 5485 | GridSize: 14
Generation 44 | Revalues: 5605 | GridSize: 14
Generation 45 | Revalues: 5725 | GridSize: 14
Generation 46 | Revalues: 5849 | GridSize: 16
Generation 47 | Revalues: 5973 | GridSize: 16
Generation 48 | Revalues: 6092 | GridSize: 16
Generation 49 | Revalues: 6218 | GridSize: 16
Generation 50 | Revalues: 6344 | GridSize: 16
Generation 51 | Revalues: 6458 | GridSize: 16
Generation 52 | Revalues: 6584 | GridSize: 16
Generation 53 | Revalues: 6710 | GridSize: 14
Generation 54 | Revalues: 6831 | GridSize: 14
Generation 55 | Revalues: 6964 | GridSize: 14
Generation 56 | Revalues: 7090 | GridSize: 14
Generation 57 | Revalues: 7216 | GridSize: 14
Generation 58 | Revalues: 7346 | GridSize: 15
Generation 59 | Revalues: 7472 | GridSize: 15
Generation 60 | Revalues: 7598 | GridSize: 15
Generation 61 | Revalues: 7725 | GridSize: 14
Generation 62 | Revalues: 7846 | GridSize: 14
Generation 63 | Revalues: 7979 | GridSize: 14
Generation 64 | Revalues: 8112 | GridSize: 14
Generation 65 | Revalues: 8238 | GridSize: 13
Generation 66 | Revalues: 8355 | GridSize: 12
Generation 67 | Revalues: 8472 | GridSize: 12
Generation 68 | Revalues: 8593 | GridSize: 11
Generation 69 | Revalues: 8718 | GridSize: 11
Generation 70 | Revalues: 8843 | GridSize: 11
Generation 71 | Revalues: 8963 | GridSize: 11
Generation 72 | Revalues: 9093 | GridSize: 11
Generation 73 | Revalues: 9217 | GridSize: 11
Generation 74 | Revalues: 9341 | GridSize: 11
Generation 75 | Revalues: 9463 | GridSize: 11
Generation 76 | Revalues: 9589 | GridSize: 11
Generation 77 | Revalues: 9715 | GridSize: 11
Generation 78 | Revalues: 9837 | GridSize: 11
Generation 79 | Revalues: 9958 | GridSize: 11
Generation 80 | Revalues: 10079 | GridSize: 11
Generation 81 | Revalues: 10205 | GridSize: 11
Generation 82 | Revalues: 10333 | GridSize: 11
Generation 83 | Revalues: 10461 | GridSize: 11
Generation 84 | Revalues: 10587 | GridSize: 11
Generation 85 | Revalues: 10705 | GridSize: 11
Generation 86 | Revalues: 10833 | GridSize: 11
Generation 87 | Revalues: 10961 | GridSize: 11
Generation 88 | Revalues: 11084 | GridSize: 11
Generation 89 | Revalues: 11202 | GridSize: 11
Generation 90 | Revalues: 11320 | GridSize: 11
Generation 91 | Revalues: 11440 | GridSize: 11
Generation 92 | Revalues: 11562 | GridSize: 11
Generation 93 | Revalues: 11684 | GridSize: 11
Generation 94 | Revalues: 11806 | GridSize: 11
Generation 95 | Revalues: 11936 | GridSize: 11
Generation 96 | Revalues: 12066 | GridSize: 11
Generation 97 | Revalues: 12191 | GridSize: 11
Generation 98 | Revalues: 12313 | GridSize: 9
Generation 99 | Revalues: 12440 | GridSize: 9
Generation 100 | Revalues: 12567 | GridSize: 9
Generation 101 | Revalues: 12693 | GridSize: 9
Generation 102 | Revalues: 12820 | GridSize: 9
Generation 103 | Revalues: 12947 | GridSize: 9
Generation 104 | Revalues: 13068 | GridSize: 9
Generation 105 | Revalues: 13201 | GridSize: 9
Generation 106 | Revalues: 13328 | GridSize: 9
Generation 107 | Revalues: 13455 | GridSize: 9
Generation 108 | Revalues: 13582 | GridSize: 9
Generation 109 | Revalues: 13705 | GridSize: 9
Generation 110 | Revalues: 13828 | GridSize: 9
Generation 111 | Revalues: 13949 | GridSize: 9
Generation 112 | Revalues: 14067 | GridSize: 9
Generation 113 | Revalues: 14185 | GridSize: 9
Generation 114 | Revalues: 14309 | GridSize: 9
Generation 115 | Revalues: 14429 | GridSize: 9
Generation 116 | Revalues: 14549 | GridSize: 9
Generation 117 | Revalues: 14668 | GridSize: 9
Generation 118 | Revalues: 14800 | GridSize: 9
Generation 119 | Revalues: 14928 | GridSize: 9
Generation 120 | Revalues: 15056 | GridSize: 9
Generation 121 | Revalues: 15184 | GridSize: 9
Generation 122 | Revalues: 15309 | GridSize: 9
Generation 123 | Revalues: 15434 | GridSize: 9
Generation 124 | Revalues: 15564 | GridSize: 9
Generation 125 | Revalues: 15688 | GridSize: 9
Generation 126 | Revalues: 15814 | GridSize: 9
Generation 127 | Revalues: 15940 | GridSize: 9
Generation 128 | Revalues: 16065 | GridSize: 9
Generation 129 | Revalues: 16190 | GridSize: 9
Generation 130 | Revalues: 16315 | GridSize: 9
Generation 131 | Revalues: 16439 | GridSize: 9
Generation 132 | Revalues: 16561 | GridSize: 9
Generation 133 | Revalues: 16683 | GridSize: 9
Generation 134 | Revalues: 16800 | GridSize: 9
Generation 135 | Revalues: 16930 | GridSize: 9
Generation 136 | Revalues: 17060 | GridSize: 9
Generation 137 | Revalues: 17184 | GridSize: 9
Generation 138 | Revalues: 17308 | GridSize: 9
Generation 139 | Revalues: 17435 | GridSize: 9
Generation 140 | Revalues: 17562 | GridSize: 9
Generation 141 | Revalues: 17686 | GridSize: 9
Generation 142 | Revalues: 17816 | GridSize: 9
Generation 143 | Revalues: 17946 | GridSize: 9
Generation 144 | Revalues: 18070 | GridSize: 9
Generation 145 | Revalues: 18198 | GridSize: 9
Generation 146 | Revalues: 18326 | GridSize: 9
Generation 147 | Revalues: 18454 | GridSize: 9
Generation 148 | Revalues: 18581 | GridSize: 9
Generation 149 | Revalues: 18708 | GridSize: 9
Generation 150 | Revalues: 18835 | GridSize: 9
Generation 151 | Revalues: 18960 | GridSize: 9
Generation 152 | Revalues: 19081 | GridSize: 9
Generation 153 | Revalues: 19202 | GridSize: 9
Generation 154 | Revalues: 19327 | GridSize: 10
Generation 155 | Revalues: 19450 | GridSize: 10
Generation 156 | Revalues: 19570 | GridSize: 10
Generation 157 | Revalues: 19690 | GridSize: 10
Generation 158 | Revalues: 19820 | GridSize: 10
Generation 159 | Revalues: 19949 | GridSize: 10
Generation 160 | Revalues: 20078 | GridSize: 11
Generation 161 | Revalues: 20203 | GridSize: 11
Generation 162 | Revalues: 20327 | GridSize: 11
Generation 163 | Revalues: 20451 | GridSize: 11
Generation 164 | Revalues: 20576 | GridSize: 11
Generation 165 | Revalues: 20703 | GridSize: 11
Generation 166 | Revalues: 20831 | GridSize: 11
Generation 167 | Revalues: 20959 | GridSize: 11
Generation 168 | Revalues: 21090 | GridSize: 11
Generation 169 | Revalues: 21216 | GridSize: 11
Generation 170 | Revalues: 21342 | GridSize: 11
Generation 171 | Revalues: 21471 | GridSize: 11
Generation 172 | Revalues: 21589 | GridSize: 11
Generation 173 | Revalues: 21705 | GridSize: 11
Generation 174 | Revalues: 21821 | GridSize: 11
Generation 175 | Revalues: 21943 | GridSize: 11
Generation 176 | Revalues: 22074 | GridSize: 11
Generation 177 | Revalues: 22205 | GridSize: 11
