Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 226 | GridSize: 5
Generation 2 | Revalues: 357 | GridSize: 7
Generation 3 | Revalues: 479 | GridSize: 6
Generation 4 | Revalues: 601 | GridSize: 7
Generation 5 | Revalues: 726 | GridSize: 9
Generation 6 | Revalues: 856 | GridSize: 9
Generation 7 | Revalues: 983 | GridSize: 9
Generation 8 | Revalues: 1107 | GridSize: 9
Generation 9 | Revalues: 1236 | GridSize: 9
Generation 10 | Revalues: 1359 | GridSize: 9
Generation 11 | Revalues: 1486 | GridSize: 9
Generation 12 | Revalues: 1610 | GridSize: 9
Generation 13 | Revalues: 1733 | GridSize: 10
Generation 14 | Revalues: 1861 | GridSize: 9
Generation 15 | Revalues: 1982 | GridSize: 10
Generation 16 | Revalues: 2113 | GridSize: 10
Generation 17 | Revalues: 2233 | GridSize: 10
Generation 18 | Revalues: 2359 | GridSize: 10
Generation 19 | Revalues: 2489 | GridSize: 10
Generation 20 | Revalues: 2619 | GridSize: 10
Generation 21 | Revalues: 2746 | GridSize: 10
Generation 22 | Revalues: 2871 | GridSize: 10
Generation 23 | Revalues: 2999 | GridSize: 10
Generation 24 | Revalues: 3121 | GridSize: 5
Generation 25 | Revalues: 3245 | GridSize: 5
Generation 26 | Revalues: 3370 | GridSize: 5
Generation 27 | Revalues: 3499 | GridSize: 5
Generation 28 | Revalues: 3619 | GridSize: 5
Generation 29 | Revalues: 3737 | GridSize: 5
Generation 30 | Revalues: 3859 | GridSize: 5
Generation 31 | Revalues: 3987 | GridSize: 6
Generation 32 | Revalues: 4116 | GridSize: 7
Generation 33 | Revalues: 4240 | GridSize: 7
Generation 34 | Revalues: 4365 | GridSize: 7
Generation 35 | Revalues: 4492 | GridSize: 7
Generation 36 | Revalues: 4618 | GridSize: 7
Generation 37 | Revalues: 4743 | GridSize: 8
Generation 38 | Revalues: 4869 | GridSize: 5
Generation 39 | Revalues: 4995 | GridSize: 6
Generation 40 | Revalues: 5121 | GridSize: 4
Generation 41 | Revalues: 5247 | GridSize: 4
Generation 42 | Revalues: 5378 | GridSize: 4
Generation 43 | Revalues: 5504 | GridSize: 4
Generation 44 | Revalues: 5637 | GridSize: 4
Generation 45 | Revalues: 5760 | GridSize: 4
Generation 46 | Revalues: 5886 | GridSize: 4
Generation 47 | Revalues: 6014 | GridSize: 4
Generation 48 | Revalues: 6141 | GridSize: 4
Generation 49 | Revalues: 6268 | GridSize: 4
Generation 50 | Revalues: 6392 | GridSize: 4
Generation 51 | Revalues: 6520 | GridSize: 4
Generation 52 | Revalues: 6646 | GridSize: 4
Generation 53 | Revalues: 6774 | GridSize: 4
Generation 54 | Revalues: 6904 | GridSize: 4
Generation 55 | Revalues: 7027 | GridSize: 4
Generation 56 | Revalues: 7156 | GridSize: 4
Generation 57 | Revalues: 7285 | GridSize: 4
Generation 58 | Revalues: 7412 | GridSize: 4
Generation 59 | Revalues: 7535 | GridSize: 4
Generation 60 | Revalues: 7658 | GridSize: 4
Generation 61 | Revalues: 7784 | GridSize: 4
Generation 62 | Revalues: 7912 | GridSize: 5
Generation 63 | Revalues: 8041 | GridSize: 5
Generation 64 | Revalues: 8173 | GridSize: 5
Generation 65 | Revalues: 8305 | GridSize: 5
Generation 66 | Revalues: 8430 | GridSize: 5
Generation 67 | Revalues: 8555 | GridSize: 6
