Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 225 | GridSize: 5
Generation 2 | Revalues: 349 | GridSize: 6
Generation 3 | Revalues: 474 | GridSize: 7
Generation 4 | Revalues: 599 | GridSize: 7
Generation 5 | Revalues: 719 | GridSize: 8
Generation 6 | Revalues: 848 | GridSize: 8
Generation 7 | Revalues: 969 | GridSize: 9
Generation 8 | Revalues: 1101 | GridSize: 9
Generation 9 | Revalues: 1224 | GridSize: 9
Generation 10 | Revalues: 1349 | GridSize: 10
Generation 11 | Revalues: 1474 | GridSize: 10
Generation 12 | Revalues: 1599 | GridSize: 10
Generation 13 | Revalues: 1731 | GridSize: 10
Generation 14 | Revalues: 1860 | GridSize: 11
Generation 15 | Revalues: 1982 | GridSize: 11
Generation 16 | Revalues: 2114 | GridSize: 12
Generation 17 | Revalues: 2238 | GridSize: 12
Generation 18 | Revalues: 2363 | GridSize: 11
Generation 19 | Revalues: 2488 | GridSize: 11
Generation 20 | Revalues: 2615 | GridSize: 11
Generation 21 | Revalues: 2748 | GridSize: 11
Generation 22 | Revalues: 2862 | GridSize: 11
Generation 23 | Revalues: 2983 | GridSize: 11
Generation 24 | Revalues: 3109 | GridSize: 11
Generation 25 | Revalues: 3234 | GridSize: 11
Generation 26 | Revalues: 3367 | GridSize: 11
Generation 27 | Revalues: 3488 | GridSize: 11
Generation 28 | Revalues: 3613 | GridSize: 10
Generation 29 | Revalues: 3739 | GridSize: 10
Generation 30 | Revalues: 3868 | GridSize: 11
Generation 31 | Revalues: 3994 | GridSize: 11
Generation 32 | Revalues: 4120 | GridSize: 11
Generation 33 | Revalues: 4245 | GridSize: 11
Generation 34 | Revalues: 4366 | GridSize: 11
Generation 35 | Revalues: 4496 | GridSize: 11
Generation 36 | Revalues: 4628 | GridSize: 11
Generation 37 | Revalues: 4751 | GridSize: 11
Generation 38 | Revalues: 4884 | GridSize: 11
Generation 39 | Revalues: 5010 | GridSize: 11
Generation 40 | Revalues: 5135 | GridSize: 11
Generation 41 | Revalues: 5261 | GridSize: 11
Generation 42 | Revalues: 5387 | GridSize: 10
Generation 43 | Revalues: 5513 | GridSize: 10
Generation 44 | Revalues: 5635 | GridSize: 10
Generation 45 | Revalues: 5759 | GridSize: 10
Generation 46 | Revalues: 5884 | GridSize: 10
Generation 47 | Revalues: 6015 | GridSize: 10
Generation 48 | Revalues: 6137 | GridSize: 11
Generation 49 | Revalues: 6258 | GridSize: 11
Generation 50 | Revalues: 6385 | GridSize: 11
Generation 51 | Revalues: 6509 | GridSize: 11
Generation 52 | Revalues: 6640 | GridSize: 11
Generation 53 | Revalues: 6773 | GridSize: 11
Generation 54 | Revalues: 6898 | GridSize: 11
Generation 55 | Revalues: 7020 | GridSize: 11
Generation 56 | Revalues: 7143 | GridSize: 11
Generation 57 | Revalues: 7271 | GridSize: 11
Generation 58 | Revalues: 7401 | GridSize: 11
Generation 59 | Revalues: 7524 | GridSize: 11
Generation 60 | Revalues: 7656 | GridSize: 12
Generation 61 | Revalues: 7775 | GridSize: 12
Generation 62 | Revalues: 7904 | GridSize: 12
Generation 63 | Revalues: 8033 | GridSize: 12
Generation 64 | Revalues: 8158 | GridSize: 12
Generation 65 | Revalues: 8285 | GridSize: 12
Generation 66 | Revalues: 8408 | GridSize: 12
Generation 67 | Revalues: 8534 | GridSize: 12
Generation 68 | Revalues: 8666 | GridSize: 12
Generation 69 | Revalues: 8794 | GridSize: 12
Generation 70 | Revalues: 8916 | GridSize: 12
Generation 71 | Revalues: 9037 | GridSize: 11
Generation 72 | Revalues: 9165 | GridSize: 11
Generation 73 | Revalues: 9290 | GridSize: 11
Generation 74 | Revalues: 9420 | GridSize: 11
Generation 75 | Revalues: 9547 | GridSize: 11
Generation 76 | Revalues: 9675 | GridSize: 11
Generation 77 | Revalues: 9798 | GridSize: 11
Generation 78 | Revalues: 9916 | GridSize: 11
Generation 79 | Revalues: 10046 | GridSize: 12
Generation 80 | Revalues: 10173 | GridSize: 12
Generation 81 | Revalues: 10300 | GridSize: 11
Generation 82 | Revalues: 10431 | GridSize: 11
Generation 83 | Revalues: 10556 | GridSize: 11
Generation 84 | Revalues: 10685 | GridSize: 11
Generation 85 | Revalues: 10812 | GridSize: 11
Generation 86 | Revalues: 10943 | GridSize: 11
Generation 87 | Revalues: 11068 | GridSize: 11
Generation 88 | Revalues: 11192 | GridSize: 11
Generation 89 | Revalues: 11325 | GridSize: 11
Generation 90 | Revalues: 11452 | GridSize: 11
Generation 91 | Revalues: 11581 | GridSize: 11
Generation 92 | Revalues: 11708 | GridSize: 11
Generation 93 | Revalues: 11833 | GridSize: 11
Generation 94 | Revalues: 11954 | GridSize: 11
Generation 95 | Revalues: 12080 | GridSize: 11
Generation 96 | Revalues: 12203 | GridSize: 11
Generation 97 | Revalues: 12329 | GridSize: 11
Generation 98 | Revalues: 12459 | GridSize: 11
Generation 99 | Revalues: 12584 | GridSize: 11
Generation 100 | Revalues: 12711 | GridSize: 11
Generation 101 | Revalues: 12841 | GridSize: 11
Generation 102 | Revalues: 12970 | GridSize: 11
Generation 103 | Revalues: 13097 | GridSize: 11
Generation 104 | Revalues: 13221 | GridSize: 11
Generation 105 | Revalues: 13346 | GridSize: 11
Generation 106 | Revalues: 13475 | GridSize: 11
Generation 107 | Revalues: 13601 | GridSize: 11
Generation 108 | Revalues: 13732 | GridSize: 11
Generation 109 | Revalues: 13858 | GridSize: 11
Generation 110 | Revalues: 13984 | GridSize: 11
Generation 111 | Revalues: 14111 | GridSize: 11
Generation 112 | Revalues: 14234 | GridSize: 11
Generation 113 | Revalues: 14355 | GridSize: 11
Generation 114 | Revalues: 14481 | GridSize: 11
Generation 115 | Revalues: 14604 | GridSize: 11
Generation 116 | Revalues: 14730 | GridSize: 11
Generation 117 | Revalues: 14854 | GridSize: 11
Generation 118 | Revalues: 14979 | GridSize: 11
Generation 119 | Revalues: 15110 | GridSize: 11
Generation 120 | Revalues: 15238 | GridSize: 11
Generation 121 | Revalues: 15362 | GridSize: 11
Generation 122 | Revalues: 15488 | GridSize: 11
Generation 123 | Revalues: 15610 | GridSize: 9
Generation 124 | Revalues: 15738 | GridSize: 9
Generation 125 | Revalues: 15863 | GridSize: 9
Generation 126 | Revalues: 15990 | GridSize: 9
Generation 127 | Revalues: 16115 | GridSize: 9
Generation 128 | Revalues: 16242 | GridSize: 9
Generation 129 | Revalues: 16367 | GridSize: 9
Generation 130 | Revalues: 16491 | GridSize: 9
Generation 131 | Revalues: 16616 | GridSize: 9
Generation 132 | Revalues: 16747 | GridSize: 9
Generation 133 | Revalues: 16880 | GridSize: 9
Generation 134 | Revalues: 17005 | GridSize: 9
Generation 135 | Revalues: 17135 | GridSize: 9
Generation 136 | Revalues: 17263 | GridSize: 9
Generation 137 | Revalues: 17382 | GridSize: 9
Generation 138 | Revalues: 17507 | GridSize: 9
Generation 139 | Revalues: 17632 | GridSize: 9
Generation 140 | Revalues: 17752 | GridSize: 9
Generation 141 | Revalues: 17869 | GridSize: 9
Generation 142 | Revalues: 17998 | GridSize: 9
Generation 143 | Revalues: 18118 | GridSize: 9
Generation 144 | Revalues: 18238 | GridSize: 9
Generation 145 | Revalues: 18360 | GridSize: 9
Generation 146 | Revalues: 18490 | GridSize: 9
Generation 147 | Revalues: 18615 | GridSize: 9
Generation 148 | Revalues: 18739 | GridSize: 9
Generation 149 | Revalues: 18867 | GridSize: 9
Generation 150 | Revalues: 18989 | GridSize: 9
Generation 151 | Revalues: 19111 | GridSize: 9
Generation 152 | Revalues: 19239 | GridSize: 9
Generation 153 | Revalues: 19363 | GridSize: 9
Generation 154 | Revalues: 19487 | GridSize: 9
Generation 155 | Revalues: 19614 | GridSize: 9
Generation 156 | Revalues: 19741 | GridSize: 9
Generation 157 | Revalues: 19869 | GridSize: 9
Generation 158 | Revalues: 19992 | GridSize: 9
Generation 159 | Revalues: 20111 | GridSize: 9
Generation 160 | Revalues: 20241 | GridSize: 9
Generation 161 | Revalues: 20363 | GridSize: 9
Generation 162 | Revalues: 20489 | GridSize: 9
Generation 163 | Revalues: 20613 | GridSize: 9
Generation 164 | Revalues: 20734 | GridSize: 9
Generation 165 | Revalues: 20859 | GridSize: 9
Generation 166 | Revalues: 20984 | GridSize: 10
Generation 167 | Revalues: 21106 | GridSize: 10
Generation 168 | Revalues: 21228 | GridSize: 10
Generation 169 | Revalues: 21361 | GridSize: 10
Generation 170 | Revalues: 21484 | GridSize: 10
Generation 171 | Revalues: 21607 | GridSize: 10
Generation 172 | Revalues: 21733 | GridSize: 10
Generation 173 | Revalues: 21852 | GridSize: 10
Generation 174 | Revalues: 21974 | GridSize: 10
Generation 175 | Revalues: 22105 | GridSize: 10
Generation 176 | Revalues: 22227 | GridSize: 10
Generation 177 | Revalues: 22349 | GridSize: 10
Generation 178 | Revalues: 22471 | GridSize: 10
Generation 179 | Revalues: 22595 | GridSize: 10
Generation 180 | Revalues: 22723 | GridSize: 10
Generation 181 | Revalues: 22853 | GridSize: 10
Generation 182 | Revalues: 22982 | GridSize: 10
Generation 183 | Revalues: 23110 | GridSize: 10
Generation 184 | Revalues: 23237 | GridSize: 10
Generation 185 | Revalues: 23363 | GridSize: 10
Generation 186 | Revalues: 23491 | GridSize: 10
Generation 187 | Revalues: 23614 | GridSize: 10
Generation 188 | Revalues: 23738 | GridSize: 10
Generation 189 | Revalues: 23858 | GridSize: 10
Generation 190 | Revalues: 23979 | GridSize: 10
Generation 191 | Revalues: 24106 | GridSize: 10
Generation 192 | Revalues: 24226 | GridSize: 10
Generation 193 | Revalues: 24343 | GridSize: 10
Generation 194 | Revalues: 24464 | GridSize: 11
Generation 195 | Revalues: 24585 | GridSize: 11
Generation 196 | Revalues: 24712 | GridSize: 11
Generation 197 | Revalues: 24837 | GridSize: 11
Generation 198 | Revalues: 24959 | GridSize: 11
Generation 199 | Revalues: 25090 | GridSize: 11
Generation 200 | Revalues: 25220 | GridSize: 9
Generation 201 | Revalues: 25347 | GridSize: 9
Generation 202 | Revalues: 25474 | GridSize: 9
Generation 203 | Revalues: 25601 | GridSize: 9
Generation 204 | Revalues: 25725 | GridSize: 9
Generation 205 | Revalues: 25853 | GridSize: 9
Generation 206 | Revalues: 25979 | GridSize: 10
Generation 207 | Revalues: 26109 | GridSize: 10
Generation 208 | Revalues: 26235 | GridSize: 10
Generation 209 | Revalues: 26363 | GridSize: 10
Generation 210 | Revalues: 26490 | GridSize: 10
Generation 211 | Revalues: 26612 | GridSize: 10
Generation 212 | Revalues: 26741 | GridSize: 11
Generation 213 | Revalues: 26872 | GridSize: 11
Generation 214 | Revalues: 26998 | GridSize: 11
Generation 215 | Revalues: 27125 | GridSize: 11
Generation 216 | Revalues: 27247 | GridSize: 11
Generation 217 | Revalues: 27365 | GridSize: 11
Generation 218 | Revalues: 27491 | GridSize: 11
Generation 219 | Revalues: 27613 | GridSize: 11
Generation 220 | Revalues: 27739 | GridSize: 11
Generation 221 | Revalues: 27866 | GridSize: 11
Generation 222 | Revalues: 27987 | GridSize: 11
Generation 223 | Revalues: 28115 | GridSize: 11
Generation 224 | Revalues: 28244 | GridSize: 11
Generation 225 | Revalues: 28363 | GridSize: 11
Generation 226 | Revalues: 28493 | GridSize: 11
Generation 227 | Revalues: 28620 | GridSize: 11
Generation 228 | Revalues: 28742 | GridSize: 11
Generation 229 | Revalues: 28868 | GridSize: 11
Generation 230 | Revalues: 28993 | GridSize: 11
Generation 231 | Revalues: 29115 | GridSize: 11
Generation 232 | Revalues: 29239 | GridSize: 11
Generation 233 | Revalues: 29367 | GridSize: 11
Generation 234 | Revalues: 29491 | GridSize: 11
Generation 235 | Revalues: 29617 | GridSize: 11
Generation 236 | Revalues: 29740 | GridSize: 11
Generation 237 | Revalues: 29860 | GridSize: 11
Generation 238 | Revalues: 29988 | GridSize: 11
Generation 239 | Revalues: 30114 | GridSize: 11
Generation 240 | Revalues: 30238 | GridSize: 11
Generation 241 | Revalues: 30363 | GridSize: 11
Generation 242 | Revalues: 30487 | GridSize: 11
Generation 243 | Revalues: 30612 | GridSize: 11
Generation 244 | Revalues: 30736 | GridSize: 11
Generation 245 | Revalues: 30861 | GridSize: 11
Generation 246 | Revalues: 30989 | GridSize: 11
Generation 247 | Revalues: 31117 | GridSize: 11
Generation 248 | Revalues: 31240 | GridSize: 11
Generation 249 | Revalues: 31367 | GridSize: 11
Generation 250 | Revalues: 31497 | GridSize: 11
Generation 251 | Revalues: 31622 | GridSize: 11
Generation 252 | Revalues: 31743 | GridSize: 11
Generation 253 | Revalues: 31869 | GridSize: 11
Generation 254 | Revalues: 31996 | GridSize: 11
Generation 255 | Revalues: 32116 | GridSize: 11
Generation 256 | Revalues: 32239 | GridSize: 11
Generation 257 | Revalues: 32362 | GridSize: 11
Generation 258 | Revalues: 32487 | GridSize: 11
Generation 259 | Revalues: 32612 | GridSize: 11
Generation 260 | Revalues: 32738 | GridSize: 11
Generation 261 | Revalues: 32866 | GridSize: 11
Generation 262 | Revalues: 32988 | GridSize: 11
Generation 263 | Revalues: 33116 | GridSize: 11
Generation 264 | Revalues: 33242 | GridSize: 11
Generation 265 | Revalues: 33372 | GridSize: 11
Generation 266 | Revalues: 33497 | GridSize: 11
Generation 267 | Revalues: 33624 | GridSize: 11
Generation 268 | Revalues: 33757 | GridSize: 11
Generation 269 | Revalues: 33879 | GridSize: 11
Generation 270 | Revalues: 34005 | GridSize: 11
Generation 271 | Revalues: 34131 | GridSize: 11
Generation 272 | Revalues: 34256 | GridSize: 11
Generation 273 | Revalues: 34378 | GridSize: 11
Generation 274 | Revalues: 34509 | GridSize: 11
Generation 275 | Revalues: 34647 | GridSize: 11
Generation 276 | Revalues: 34769 | GridSize: 11
Generation 277 | Revalues: 34891 | GridSize: 12
Generation 278 | Revalues: 35015 | GridSize: 12
Generation 279 | Revalues: 35137 | GridSize: 12
Generation 280 | Revalues: 35256 | GridSize: 12
Generation 281 | Revalues: 35387 | GridSize: 12
Generation 282 | Revalues: 35508 | GridSize: 12
Generation 283 | Revalues: 35633 | GridSize: 12
Generation 284 | Revalues: 35765 | GridSize: 12
Generation 285 | Revalues: 35891 | GridSize: 12
Generation 286 | Revalues: 36018 | GridSize: 12
Generation 287 | Revalues: 36144 | GridSize: 12
Generation 288 | Revalues: 36274 | GridSize: 12
Generation 289 | Revalues: 36398 | GridSize: 12
Generation 290 | Revalues: 36525 | GridSize: 12
Generation 291 | Revalues: 36654 | GridSize: 12
Generation 292 | Revalues: 36779 | GridSize: 12
Generation 293 | Revalues: 36903 | GridSize: 12
Generation 294 | Revalues: 37033 | GridSize: 12
Generation 295 | Revalues: 37158 | GridSize: 12
Generation 296 | Revalues: 37284 | GridSize: 12
Generation 297 | Revalues: 37411 | GridSize: 12
Generation 298 | Revalues: 37539 | GridSize: 12
Generation 299 | Revalues: 37666 | GridSize: 12
Generation 300 | Revalues: 37800 | GridSize: 12
Generation 301 | Revalues: 37923 | GridSize: 12
Generation 302 | Revalues: 38049 | GridSize: 12
Generation 303 | Revalues: 38176 | GridSize: 12
Generation 304 | Revalues: 38305 | GridSize: 12
Generation 305 | Revalues: 38432 | GridSize: 12
Generation 306 | Revalues: 38556 | GridSize: 12
Generation 307 | Revalues: 38683 | GridSize: 12
Generation 308 | Revalues: 38814 | GridSize: 12
Generation 309 | Revalues: 38941 | GridSize: 12
Generation 310 | Revalues: 39067 | GridSize: 12
Generation 311 | Revalues: 39191 | GridSize: 12
Generation 312 | Revalues: 39314 | GridSize: 12
Generation 313 | Revalues: 39443 | GridSize: 12
Generation 314 | Revalues: 39562 | GridSize: 12
