Generation 0 | Revalues: 100 | GridSize: 3
Generation 1 | Revalues: 227 | GridSize: 4
Generation 2 | Revalues: 349 | GridSize: 6
Generation 3 | Revalues: 473 | GridSize: 8
Generation 4 | Revalues: 601 | GridSize: 8
Generation 5 | Revalues: 724 | GridSize: 10
Generation 6 | Revalues: 844 | GridSize: 9
Generation 7 | Revalues: 964 | GridSize: 10
Generation 8 | Revalues: 1091 | GridSize: 13
Generation 9 | Revalues: 1219 | GridSize: 13
Generation 10 | Revalues: 1344 | GridSize: 13
Generation 11 | Revalues: 1475 | GridSize: 13
Generation 12 | Revalues: 1601 | GridSize: 13
Generation 13 | Revalues: 1724 | GridSize: 13
Generation 14 | Revalues: 1853 | GridSize: 13
Generation 15 | Revalues: 1975 | GridSize: 13
Generation 16 | Revalues: 2106 | GridSize: 14
Generation 17 | Revalues: 2227 | GridSize: 10
Generation 18 | Revalues: 2352 | GridSize: 10
Generation 19 | Revalues: 2476 | GridSize: 11
Generation 20 | Revalues: 2604 | GridSize: 11
Generation 21 | Revalues: 2730 | GridSize: 9
Generation 22 | Revalues: 2856 | GridSize: 7
Generation 23 | Revalues: 2977 | GridSize: 7
Generation 24 | Revalues: 3098 | GridSize: 7
Generation 25 | Revalues: 3229 | GridSize: 8
Generation 26 | Revalues: 3357 | GridSize: 8
Generation 27 | Revalues: 3479 | GridSize: 8
Generation 28 | Revalues: 3607 | GridSize: 8
Generation 29 | Revalues: 3735 | GridSize: 8
Generation 30 | Revalues: 3868 | GridSize: 8
Generation 31 | Revalues: 3999 | GridSize: 9
Generation 32 | Revalues: 4118 | GridSize: 9
Generation 33 | Revalues: 4242 | GridSize: 9
Generation 34 | Revalues: 4360 | GridSize: 9
Generation 35 | Revalues: 4485 | GridSize: 9
Generation 36 | Revalues: 4606 | GridSize: 9
Generation 37 | Revalues: 4727 | GridSize: 9
Generation 38 | Revalues: 4850 | GridSize: 9
Generation 39 | Revalues: 4972 | GridSize: 9
Generation 40 | Revalues: 5092 | GridSize: 9
Generation 41 | Revalues: 5214 | GridSize: 9
Generation 42 | Revalues: 5338 | GridSize: 8
Generation 43 | Revalues: 5463 | GridSize: 8
Generation 44 | Revalues: 5592 | GridSize: 8
Generation 45 | Revalues: 5722 | GridSize: 8
Generation 46 | Revalues: 5848 | GridSize: 8
Generation 47 | Revalues: 5965 | GridSize: 8
