Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 225 | GridSize: 7
Generation 2 | Revalues: 343 | GridSize: 9
Generation 3 | Revalues: 461 | GridSize: 10
Generation 4 | Revalues: 588 | GridSize: 10
Generation 5 | Revalues: 712 | GridSize: 14
Generation 6 | Revalues: 835 | GridSize: 14
Generation 7 | Revalues: 964 | GridSize: 15
Generation 8 | Revalues: 1091 | GridSize: 15
Generation 9 | Revalues: 1218 | GridSize: 13
Generation 10 | Revalues: 1344 | GridSize: 12
Generation 11 | Revalues: 1474 | GridSize: 12
Generation 12 | Revalues: 1597 | GridSize: 12
Generation 13 | Revalues: 1721 | GridSize: 13
Generation 14 | Revalues: 1840 | GridSize: 14
Generation 15 | Revalues: 1972 | GridSize: 15
Generation 16 | Revalues: 2099 | GridSize: 15
Generation 17 | Revalues: 2228 | GridSize: 15
Generation 18 | Revalues: 2348 | GridSize: 8
Generation 19 | Revalues: 2473 | GridSize: 8
Generation 20 | Revalues: 2597 | GridSize: 8
Generation 21 | Revalues: 2718 | GridSize: 8
Generation 22 | Revalues: 2847 | GridSize: 8
Generation 23 | Revalues: 2977 | GridSize: 8
Generation 24 | Revalues: 3100 | GridSize: 8
Generation 25 | Revalues: 3223 | GridSize: 8
Generation 26 | Revalues: 3346 | GridSize: 4
Generation 27 | Revalues: 3470 | GridSize: 4
Generation 28 | Revalues: 3590 | GridSize: 4
Generation 29 | Revalues: 3718 | GridSize: 4
Generation 30 | Revalues: 3836 | GridSize: 4
Generation 31 | Revalues: 3962 | GridSize: 4
Generation 32 | Revalues: 4083 | GridSize: 4
Generation 33 | Revalues: 4209 | GridSize: 4
Generation 34 | Revalues: 4329 | GridSize: 4
Generation 35 | Revalues: 4456 | GridSize: 4
Generation 36 | Revalues: 4585 | GridSize: 4
Generation 37 | Revalues: 4711 | GridSize: 4
Generation 38 | Revalues: 4841 | GridSize: 5
Generation 39 | Revalues: 4956 | GridSize: 5
Generation 40 | Revalues: 5076 | GridSize: 6
Generation 41 | Revalues: 5205 | GridSize: 6
Generation 42 | Revalues: 5325 | GridSize: 7
Generation 43 | Revalues: 5451 | GridSize: 7
Generation 44 | Revalues: 5578 | GridSize: 7
Generation 45 | Revalues: 5707 | GridSize: 7
Generation 46 | Revalues: 5838 | GridSize: 7
Generation 47 | Revalues: 5969 | GridSize: 7
Generation 48 | Revalues: 6092 | GridSize: 7
Generation 49 | Revalues: 6218 | GridSize: 7
Generation 50 | Revalues: 6345 | GridSize: 7
Generation 51 | Revalues: 6463 | GridSize: 8
Generation 52 | Revalues: 6592 | GridSize: 8
Generation 53 | Revalues: 6718 | GridSize: 8
Generation 54 | Revalues: 6839 | GridSize: 8
Generation 55 | Revalues: 6963 | GridSize: 8
Generation 56 | Revalues: 7086 | GridSize: 8
Generation 57 | Revalues: 7216 | GridSize: 8
Generation 58 | Revalues: 7335 | GridSize: 8
Generation 59 | Revalues: 7462 | GridSize: 8
Generation 60 | Revalues: 7587 | GridSize: 8
Generation 61 | Revalues: 7706 | GridSize: 8
Generation 62 | Revalues: 7832 | GridSize: 8
Generation 63 | Revalues: 7956 | GridSize: 8
Generation 64 | Revalues: 8085 | GridSize: 8
Generation 65 | Revalues: 8213 | GridSize: 8
Generation 66 | Revalues: 8345 | GridSize: 8
Generation 67 | Revalues: 8473 | GridSize: 8
Generation 68 | Revalues: 8599 | GridSize: 8
Generation 69 | Revalues: 8725 | GridSize: 8
Generation 70 | Revalues: 8851 | GridSize: 7
Generation 71 | Revalues: 8972 | GridSize: 7
Generation 72 | Revalues: 9101 | GridSize: 7
Generation 73 | Revalues: 9227 | GridSize: 7
Generation 74 | Revalues: 9350 | GridSize: 7
