Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 227 | GridSize: 9
Generation 2 | Revalues: 348 | GridSize: 9
Generation 3 | Revalues: 472 | GridSize: 11
Generation 4 | Revalues: 603 | GridSize: 11
Generation 5 | Revalues: 730 | GridSize: 11
Generation 6 | Revalues: 859 | GridSize: 10
Generation 7 | Revalues: 985 | GridSize: 6
Generation 8 | Revalues: 1103 | GridSize: 6
Generation 9 | Revalues: 1225 | GridSize: 6
Generation 10 | Revalues: 1351 | GridSize: 7
Generation 11 | Revalues: 1479 | GridSize: 7
Generation 12 | Revalues: 1609 | GridSize: 6
Generation 13 | Revalues: 1724 | GridSize: 6
Generation 14 | Revalues: 1852 | GridSize: 7
Generation 15 | Revalues: 1969 | GridSize: 7
Generation 16 | Revalues: 2092 | GridSize: 8
Generation 17 | Revalues: 2211 | GridSize: 8
Generation 18 | Revalues: 2340 | GridSize: 9
Generation 19 | Revalues: 2465 | GridSize: 8
Generation 20 | Revalues: 2592 | GridSize: 8
Generation 21 | Revalues: 2723 | GridSize: 10
Generation 22 | Revalues: 2846 | GridSize: 10
Generation 23 | Revalues: 2970 | GridSize: 10
Generation 24 | Revalues: 3093 | GridSize: 10
Generation 25 | Revalues: 3216 | GridSize: 10
Generation 26 | Revalues: 3340 | GridSize: 10
Generation 27 | Revalues: 3468 | GridSize: 10
Generation 28 | Revalues: 3595 | GridSize: 9
Generation 29 | Revalues: 3726 | GridSize: 9
Generation 30 | Revalues: 3852 | GridSize: 9
Generation 31 | Revalues: 3974 | GridSize: 9
Generation 32 | Revalues: 4088 | GridSize: 9
Generation 33 | Revalues: 4214 | GridSize: 9
Generation 34 | Revalues: 4340 | GridSize: 9
Generation 35 | Revalues: 4464 | GridSize: 9
Generation 36 | Revalues: 4588 | GridSize: 10
Generation 37 | Revalues: 4712 | GridSize: 10
Generation 38 | Revalues: 4835 | GridSize: 10
Generation 39 | Revalues: 4962 | GridSize: 10
Generation 40 | Revalues: 5093 | GridSize: 10
Generation 41 | Revalues: 5221 | GridSize: 10
Generation 42 | Revalues: 5347 | GridSize: 10
Generation 43 | Revalues: 5466 | GridSize: 10
Generation 44 | Revalues: 5594 | GridSize: 10
Generation 45 | Revalues: 5716 | GridSize: 10
Generation 46 | Revalues: 5832 | GridSize: 10
Generation 47 | Revalues: 5954 | GridSize: 10
Generation 48 | Revalues: 6078 | GridSize: 10
Generation 49 | Revalues: 6203 | GridSize: 10
Generation 50 | Revalues: 6332 | GridSize: 10
Generation 51 | Revalues: 6457 | GridSize: 10
Generation 52 | Revalues: 6587 | GridSize: 10
Generation 53 | Revalues: 6709 | GridSize: 10
Generation 54 | Revalues: 6837 | GridSize: 10
