Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 230 | GridSize: 6
Generation 2 | Revalues: 356 | GridSize: 7
Generation 3 | Revalues: 481 | GridSize: 7
Generation 4 | Revalues: 611 | GridSize: 10
Generation 5 | Revalues: 737 | GridSize: 7
Generation 6 | Revalues: 865 | GridSize: 7
Generation 7 | Revalues: 997 | GridSize: 7
Generation 8 | Revalues: 1117 | GridSize: 9
Generation 9 | Revalues: 1249 | GridSize: 6
Generation 10 | Revalues: 1373 | GridSize: 6
Generation 11 | Revalues: 1500 | GridSize: 6
Generation 12 | Revalues: 1623 | GridSize: 6
Generation 13 | Revalues: 1754 | GridSize: 6
Generation 14 | Revalues: 1876 | GridSize: 6
Generation 15 | Revalues: 2009 | GridSize: 6
Generation 16 | Revalues: 2137 | GridSize: 7
Generation 17 | Revalues: 2260 | GridSize: 7
Generation 18 | Revalues: 2388 | GridSize: 7
Generation 19 | Revalues: 2510 | GridSize: 7
Generation 20 | Revalues: 2638 | GridSize: 7
Generation 21 | Revalues: 2764 | GridSize: 7
Generation 22 | Revalues: 2885 | GridSize: 7
Generation 23 | Revalues: 3004 | GridSize: 7
Generation 24 | Revalues: 3130 | GridSize: 8
Generation 25 | Revalues: 3262 | GridSize: 9
Generation 26 | Revalues: 3384 | GridSize: 9
Generation 27 | Revalues: 3506 | GridSize: 10
Generation 28 | Revalues: 3629 | GridSize: 12
Generation 29 | Revalues: 3755 | GridSize: 12
Generation 30 | Revalues: 3883 | GridSize: 12
Generation 31 | Revalues: 4011 | GridSize: 12
Generation 32 | Revalues: 4138 | GridSize: 12
Generation 33 | Revalues: 4258 | GridSize: 12
Generation 34 | Revalues: 4380 | GridSize: 12
Generation 35 | Revalues: 4502 | GridSize: 12
Generation 36 | Revalues: 4624 | GridSize: 12
Generation 37 | Revalues: 4753 | GridSize: 12
Generation 38 | Revalues: 4883 | GridSize: 12
Generation 39 | Revalues: 5008 | GridSize: 12
Generation 40 | Revalues: 5135 | GridSize: 13
Generation 41 | Revalues: 5261 | GridSize: 13
Generation 42 | Revalues: 5382 | GridSize: 13
Generation 43 | Revalues: 5507 | GridSize: 13
Generation 44 | Revalues: 5634 | GridSize: 13
Generation 45 | Revalues: 5764 | GridSize: 13
Generation 46 | Revalues: 5888 | GridSize: 14
Generation 47 | Revalues: 6004 | GridSize: 14
Generation 48 | Revalues: 6130 | GridSize: 14
Generation 49 | Revalues: 6263 | GridSize: 14
Generation 50 | Revalues: 6390 | GridSize: 13
Generation 51 | Revalues: 6518 | GridSize: 13
Generation 52 | Revalues: 6643 | GridSize: 13
Generation 53 | Revalues: 6768 | GridSize: 15
Generation 54 | Revalues: 6898 | GridSize: 15
Generation 55 | Revalues: 7015 | GridSize: 15
Generation 56 | Revalues: 7142 | GridSize: 15
Generation 57 | Revalues: 7261 | GridSize: 15
Generation 58 | Revalues: 7385 | GridSize: 15
Generation 59 | Revalues: 7513 | GridSize: 15
Generation 60 | Revalues: 7634 | GridSize: 14
Generation 61 | Revalues: 7760 | GridSize: 14
Generation 62 | Revalues: 7883 | GridSize: 16
Generation 63 | Revalues: 8011 | GridSize: 16
Generation 64 | Revalues: 8134 | GridSize: 16
Generation 65 | Revalues: 8264 | GridSize: 16
Generation 66 | Revalues: 8389 | GridSize: 16
Generation 67 | Revalues: 8514 | GridSize: 16
Generation 68 | Revalues: 8640 | GridSize: 16
Generation 69 | Revalues: 8773 | GridSize: 16
Generation 70 | Revalues: 8900 | GridSize: 16
Generation 71 | Revalues: 9024 | GridSize: 16
Generation 72 | Revalues: 9140 | GridSize: 16
Generation 73 | Revalues: 9263 | GridSize: 16
Generation 74 | Revalues: 9382 | GridSize: 16
Generation 75 | Revalues: 9503 | GridSize: 16
Generation 76 | Revalues: 9637 | GridSize: 16
Generation 77 | Revalues: 9761 | GridSize: 14
Generation 78 | Revalues: 9882 | GridSize: 14
Generation 79 | Revalues: 10006 | GridSize: 14
Generation 80 | Revalues: 10127 | GridSize: 14
Generation 81 | Revalues: 10254 | GridSize: 14
Generation 82 | Revalues: 10378 | GridSize: 14
Generation 83 | Revalues: 10505 | GridSize: 14
Generation 84 | Revalues: 10632 | GridSize: 14
