Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 228 | GridSize: 7
Generation 2 | Revalues: 355 | GridSize: 9
Generation 3 | Revalues: 482 | GridSize: 10
Generation 4 | Revalues: 606 | GridSize: 10
Generation 5 | Revalues: 730 | GridSize: 11
Generation 6 | Revalues: 858 | GridSize: 9
Generation 7 | Revalues: 983 | GridSize: 9
Generation 8 | Revalues: 1110 | GridSize: 10
Generation 9 | Revalues: 1238 | GridSize: 10
Generation 10 | Revalues: 1367 | GridSize: 10
Generation 11 | Revalues: 1493 | GridSize: 11
Generation 12 | Revalues: 1617 | GridSize: 11
Generation 13 | Revalues: 1742 | GridSize: 11
Generation 14 | Revalues: 1871 | GridSize: 11
Generation 15 | Revalues: 2000 | GridSize: 11
Generation 16 | Revalues: 2126 | GridSize: 11
Generation 17 | Revalues: 2255 | GridSize: 12
Generation 18 | Revalues: 2379 | GridSize: 12
Generation 19 | Revalues: 2494 | GridSize: 12
Generation 20 | Revalues: 2619 | GridSize: 12
Generation 21 | Revalues: 2751 | GridSize: 12
Generation 22 | Revalues: 2880 | GridSize: 12
Generation 23 | Revalues: 3010 | GridSize: 12
Generation 24 | Revalues: 3133 | GridSize: 12
Generation 25 | Revalues: 3253 | GridSize: 12
Generation 26 | Revalues: 3374 | GridSize: 12
Generation 27 | Revalues: 3498 | GridSize: 13
Generation 28 | Revalues: 3629 | GridSize: 10
Generation 29 | Revalues: 3752 | GridSize: 8
Generation 30 | Revalues: 3876 | GridSize: 8
Generation 31 | Revalues: 4007 | GridSize: 8
Generation 32 | Revalues: 4132 | GridSize: 8
Generation 33 | Revalues: 4257 | GridSize: 9
Generation 34 | Revalues: 4384 | GridSize: 9
Generation 35 | Revalues: 4508 | GridSize: 9
Generation 36 | Revalues: 4641 | GridSize: 9
Generation 37 | Revalues: 4770 | GridSize: 9
Generation 38 | Revalues: 4892 | GridSize: 10
Generation 39 | Revalues: 5024 | GridSize: 10
Generation 40 | Revalues: 5153 | GridSize: 11
Generation 41 | Revalues: 5275 | GridSize: 10
Generation 42 | Revalues: 5400 | GridSize: 10
Generation 43 | Revalues: 5521 | GridSize: 9
Generation 44 | Revalues: 5643 | GridSize: 9
Generation 45 | Revalues: 5765 | GridSize: 9
