Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 230 | GridSize: 2
Generation 2 | Revalues: 359 | GridSize: 3
Generation 3 | Revalues: 487 | GridSize: 5
Generation 4 | Revalues: 615 | GridSize: 6
Generation 5 | Revalues: 746 | GridSize: 6
Generation 6 | Revalues: 869 | GridSize: 7
Generation 7 | Revalues: 996 | GridSize: 7
Generation 8 | Revalues: 1125 | GridSize: 7
Generation 9 | Revalues: 1255 | GridSize: 7
Generation 10 | Revalues: 1382 | GridSize: 5
Generation 11 | Revalues: 1511 | GridSize: 5
Generation 12 | Revalues: 1636 | GridSize: 5
Generation 13 | Revalues: 1757 | GridSize: 5
Generation 14 | Revalues: 1889 | GridSize: 5
Generation 15 | Revalues: 2015 | GridSize: 5
Generation 16 | Revalues: 2140 | GridSize: 6
Generation 17 | Revalues: 2268 | GridSize: 6
Generation 18 | Revalues: 2399 | GridSize: 6
Generation 19 | Revalues: 2526 | GridSize: 6
Generation 20 | Revalues: 2647 | GridSize: 6
Generation 21 | Revalues: 2777 | GridSize: 7
Generation 22 | Revalues: 2896 | GridSize: 7
Generation 23 | Revalues: 3023 | GridSize: 7
Generation 24 | Revalues: 3140 | GridSize: 8
Generation 25 | Revalues: 3265 | GridSize: 9
Generation 26 | Revalues: 3393 | GridSize: 9
Generation 27 | Revalues: 3523 | GridSize: 9
Generation 28 | Revalues: 3647 | GridSize: 9
Generation 29 | Revalues: 3774 | GridSize: 9
Generation 30 | Revalues: 3903 | GridSize: 9
Generation 31 | Revalues: 4024 | GridSize: 9
Generation 32 | Revalues: 4145 | GridSize: 9
Generation 33 | Revalues: 4271 | GridSize: 9
Generation 34 | Revalues: 4386 | GridSize: 9
Generation 35 | Revalues: 4515 | GridSize: 10
Generation 36 | Revalues: 4644 | GridSize: 10
Generation 37 | Revalues: 4772 | GridSize: 10
Generation 38 | Revalues: 4898 | GridSize: 10
Generation 39 | Revalues: 5022 | GridSize: 10
Generation 40 | Revalues: 5150 | GridSize: 10
Generation 41 | Revalues: 5276 | GridSize: 10
Generation 42 | Revalues: 5398 | GridSize: 10
Generation 43 | Revalues: 5525 | GridSize: 10
Generation 44 | Revalues: 5642 | GridSize: 10
Generation 45 | Revalues: 5768 | GridSize: 10
Generation 46 | Revalues: 5893 | GridSize: 10
Generation 47 | Revalues: 6011 | GridSize: 10
Generation 48 | Revalues: 6134 | GridSize: 10
Generation 49 | Revalues: 6254 | GridSize: 10
Generation 50 | Revalues: 6379 | GridSize: 10
Generation 51 | Revalues: 6500 | GridSize: 11
Generation 52 | Revalues: 6623 | GridSize: 11
Generation 53 | Revalues: 6754 | GridSize: 11
Generation 54 | Revalues: 6882 | GridSize: 11
Generation 55 | Revalues: 7010 | GridSize: 11
Generation 56 | Revalues: 7138 | GridSize: 11
Generation 57 | Revalues: 7267 | GridSize: 11
Generation 58 | Revalues: 7396 | GridSize: 11
Generation 59 | Revalues: 7517 | GridSize: 11
Generation 60 | Revalues: 7642 | GridSize: 11
Generation 61 | Revalues: 7772 | GridSize: 11
Generation 62 | Revalues: 7896 | GridSize: 11
Generation 63 | Revalues: 8011 | GridSize: 11
Generation 64 | Revalues: 8141 | GridSize: 10
Generation 65 | Revalues: 8268 | GridSize: 10
Generation 66 | Revalues: 8390 | GridSize: 10
Generation 67 | Revalues: 8514 | GridSize: 10
Generation 68 | Revalues: 8636 | GridSize: 10
Generation 69 | Revalues: 8753 | GridSize: 10
Generation 70 | Revalues: 8874 | GridSize: 10
Generation 71 | Revalues: 8999 | GridSize: 10
Generation 72 | Revalues: 9123 | GridSize: 10
Generation 73 | Revalues: 9248 | GridSize: 10
Generation 74 | Revalues: 9373 | GridSize: 11
Generation 75 | Revalues: 9499 | GridSize: 11
Generation 76 | Revalues: 9624 | GridSize: 11
Generation 77 | Revalues: 9749 | GridSize: 11
Generation 78 | Revalues: 9874 | GridSize: 11
Generation 79 | Revalues: 10004 | GridSize: 12
Generation 80 | Revalues: 10128 | GridSize: 12
Generation 81 | Revalues: 10257 | GridSize: 12
Generation 82 | Revalues: 10388 | GridSize: 12
Generation 83 | Revalues: 10512 | GridSize: 12
Generation 84 | Revalues: 10641 | GridSize: 12
Generation 85 | Revalues: 10762 | GridSize: 12
Generation 86 | Revalues: 10887 | GridSize: 12
Generation 87 | Revalues: 11014 | GridSize: 12
Generation 88 | Revalues: 11137 | GridSize: 12
Generation 89 | Revalues: 11267 | GridSize: 12
Generation 90 | Revalues: 11393 | GridSize: 12
Generation 91 | Revalues: 11521 | GridSize: 12
Generation 92 | Revalues: 11649 | GridSize: 13
Generation 93 | Revalues: 11767 | GridSize: 13
Generation 94 | Revalues: 11896 | GridSize: 13
Generation 95 | Revalues: 12025 | GridSize: 13
Generation 96 | Revalues: 12146 | GridSize: 13
Generation 97 | Revalues: 12270 | GridSize: 13
Generation 98 | Revalues: 12401 | GridSize: 13
Generation 99 | Revalues: 12530 | GridSize: 13
Generation 100 | Revalues: 12651 | GridSize: 13
Generation 101 | Revalues: 12777 | GridSize: 13
Generation 102 | Revalues: 12905 | GridSize: 13
Generation 103 | Revalues: 13033 | GridSize: 13
Generation 104 | Revalues: 13164 | GridSize: 13
Generation 105 | Revalues: 13295 | GridSize: 13
Generation 106 | Revalues: 13423 | GridSize: 13
Generation 107 | Revalues: 13541 | GridSize: 13
Generation 108 | Revalues: 13659 | GridSize: 13
Generation 109 | Revalues: 13786 | GridSize: 13
Generation 110 | Revalues: 13905 | GridSize: 13
Generation 111 | Revalues: 14024 | GridSize: 14
Generation 112 | Revalues: 14146 | GridSize: 14
Generation 113 | Revalues: 14269 | GridSize: 14
Generation 114 | Revalues: 14396 | GridSize: 14
Generation 115 | Revalues: 14517 | GridSize: 15
Generation 116 | Revalues: 14648 | GridSize: 15
Generation 117 | Revalues: 14771 | GridSize: 15
Generation 118 | Revalues: 14895 | GridSize: 15
Generation 119 | Revalues: 15016 | GridSize: 15
Generation 120 | Revalues: 15133 | GridSize: 15
Generation 121 | Revalues: 15264 | GridSize: 15
Generation 122 | Revalues: 15395 | GridSize: 15
Generation 123 | Revalues: 15518 | GridSize: 15
Generation 124 | Revalues: 15637 | GridSize: 15
Generation 125 | Revalues: 15762 | GridSize: 15
Generation 126 | Revalues: 15888 | GridSize: 15
Generation 127 | Revalues: 16015 | GridSize: 15
Generation 128 | Revalues: 16138 | GridSize: 15
Generation 129 | Revalues: 16261 | GridSize: 15
Generation 130 | Revalues: 16387 | GridSize: 15
Generation 131 | Revalues: 16515 | GridSize: 15
Generation 132 | Revalues: 16639 | GridSize: 15
Generation 133 | Revalues: 16765 | GridSize: 15
Generation 134 | Revalues: 16885 | GridSize: 15
Generation 135 | Revalues: 17005 | GridSize: 15
Generation 136 | Revalues: 17129 | GridSize: 15
Generation 137 | Revalues: 17256 | GridSize: 15
Generation 138 | Revalues: 17383 | GridSize: 15
Generation 139 | Revalues: 17509 | GridSize: 15
Generation 140 | Revalues: 17631 | GridSize: 15
Generation 141 | Revalues: 17747 | GridSize: 15
Generation 142 | Revalues: 17868 | GridSize: 15
Generation 143 | Revalues: 17997 | GridSize: 15
Generation 144 | Revalues: 18123 | GridSize: 15
Generation 145 | Revalues: 18251 | GridSize: 15
Generation 146 | Revalues: 18377 | GridSize: 15
Generation 147 | Revalues: 18497 | GridSize: 15
Generation 148 | Revalues: 18623 | GridSize: 15
Generation 149 | Revalues: 18748 | GridSize: 15
Generation 150 | Revalues: 18865 | GridSize: 15
Generation 151 | Revalues: 18989 | GridSize: 16
Generation 152 | Revalues: 19102 | GridSize: 16
Generation 153 | Revalues: 19227 | GridSize: 16
Generation 154 | Revalues: 19352 | GridSize: 16
Generation 155 | Revalues: 19474 | GridSize: 16
Generation 156 | Revalues: 19600 | GridSize: 16
Generation 157 | Revalues: 19726 | GridSize: 16
Generation 158 | Revalues: 19860 | GridSize: 16
Generation 159 | Revalues: 19985 | GridSize: 17
Generation 160 | Revalues: 20111 | GridSize: 17
Generation 161 | Revalues: 20236 | GridSize: 17
Generation 162 | Revalues: 20365 | GridSize: 17
Generation 163 | Revalues: 20485 | GridSize: 17
Generation 164 | Revalues: 20614 | GridSize: 17
Generation 165 | Revalues: 20740 | GridSize: 17
Generation 166 | Revalues: 20868 | GridSize: 17
Generation 167 | Revalues: 20996 | GridSize: 17
Generation 168 | Revalues: 21122 | GridSize: 17
Generation 169 | Revalues: 21249 | GridSize: 17
Generation 170 | Revalues: 21372 | GridSize: 18
Generation 171 | Revalues: 21500 | GridSize: 18
Generation 172 | Revalues: 21622 | GridSize: 18
Generation 173 | Revalues: 21742 | GridSize: 16
Generation 174 | Revalues: 21870 | GridSize: 16
Generation 175 | Revalues: 21998 | GridSize: 16
Generation 176 | Revalues: 22119 | GridSize: 16
Generation 177 | Revalues: 22242 | GridSize: 16
Generation 178 | Revalues: 22366 | GridSize: 16
Generation 179 | Revalues: 22497 | GridSize: 16
Generation 180 | Revalues: 22619 | GridSize: 16
Generation 181 | Revalues: 22744 | GridSize: 16
Generation 182 | Revalues: 22877 | GridSize: 15
Generation 183 | Revalues: 23006 | GridSize: 15
Generation 184 | Revalues: 23126 | GridSize: 15
Generation 185 | Revalues: 23251 | GridSize: 15
Generation 186 | Revalues: 23375 | GridSize: 15
Generation 187 | Revalues: 23506 | GridSize: 15
Generation 188 | Revalues: 23631 | GridSize: 15
Generation 189 | Revalues: 23754 | GridSize: 15
Generation 190 | Revalues: 23876 | GridSize: 16
Generation 191 | Revalues: 24001 | GridSize: 16
Generation 192 | Revalues: 24129 | GridSize: 16
Generation 193 | Revalues: 24253 | GridSize: 16
Generation 194 | Revalues: 24381 | GridSize: 16
Generation 195 | Revalues: 24509 | GridSize: 16
Generation 196 | Revalues: 24632 | GridSize: 16
Generation 197 | Revalues: 24762 | GridSize: 16
Generation 198 | Revalues: 24882 | GridSize: 16
Generation 199 | Revalues: 25011 | GridSize: 16
Generation 200 | Revalues: 25133 | GridSize: 16
Generation 201 | Revalues: 25258 | GridSize: 16
Generation 202 | Revalues: 25382 | GridSize: 16
Generation 203 | Revalues: 25512 | GridSize: 16
Generation 204 | Revalues: 25641 | GridSize: 16
Generation 205 | Revalues: 25764 | GridSize: 16
Generation 206 | Revalues: 25887 | GridSize: 16
Generation 207 | Revalues: 26003 | GridSize: 16
Generation 208 | Revalues: 26124 | GridSize: 16
Generation 209 | Revalues: 26250 | GridSize: 16
Generation 210 | Revalues: 26371 | GridSize: 16
Generation 211 | Revalues: 26492 | GridSize: 16
Generation 212 | Revalues: 26618 | GridSize: 16
Generation 213 | Revalues: 26744 | GridSize: 16
Generation 214 | Revalues: 26871 | GridSize: 16
